,name,city,covid_site,date,Latitude,Longitude,postal,fsa,type
189,Pollard Ida Pharmacy,Parry Sound,No,,-80.03486715,45.34383174,P2A1B2,P2A,Other/Independent
190,Caremed Pharmacy,Cambridge,No,,-80.31878486,43.37926579,N1R3G9,N1R,Other/Independent
191,Medicine Shoppe #276,Sault Ste. Marie,No,,-84.31856245,46.5051223,P6A2C3,P6A,Other/Independent
192,Main Street Pharmacy,Brampton,No,,-79.78655012,43.70419128,L6X0Z9,L6X,Other/Independent
193,James Potter Road Pharmacy,Brampton,No,,-79.80600522,43.67487327,L6X3B9,L6X,Other/Independent
194,Main Drug Mart,Toronto,No,,-79.47718712,43.70334269,M6M3Z8,M6M,Other/Independent
195,Drug Store Pharmacy #4117,Clarence-Rockland,No,,-75.29925892,45.54169809,K4K1A3,K4K,Other/Independent
196,Mount Forest Pharmacy,Mount Forest,No,,-80.73618794,43.98246858,N0G2L0,N0G,Other/Independent
197,Sharon Pharmacy,East Gwillimbury,No,,-79.44124824,44.10532076,L0G1V0,L0G,Other/Independent
198,Shoppers Drug Mart #737,London,No,,-81.1886035,43.00084299,N5W3C6,N5W,Shoppers Drug Mart
199,Hsnrx,Greater Sudbury,No,,-80.99662358,46.46792368,P3E5J1,P3E,Other/Independent
200,Rose City Pharmacy,Windsor,No,,-83.04110281,42.31286277,N9A5X4,N9A,Other/Independent
201,Loblaw Pharmacy # 529,Windsor,No,,-82.93855978,42.31180538,N8T3K4,N8T,Loblaw
202,Duffern-Finch Pharmacy,Toronto,No,,-79.47200522,43.7664487,M3J2C5,M3J,Other/Independent
203,Shoppers Drug Mart #855,Toronto,No,,-79.22299825,43.80933992,M1B0C2,M1B,Shoppers Drug Mart
204,Pharma-Star Medical Pharmacy,St. Catharines,No,,-79.21902099,43.17250101,L2M5V2,L2M,Other/Independent
205,Shoppers Drug Mart #867,Toronto,No,,-79.46767871,43.67173488,M6N3E2,M6N,Shoppers Drug Mart
206,The Wenleigh,Mississauga,No,,-79.65178526,43.52484775,L5K2L6,L5K,Other/Independent
207,Caravaggio Ida Drugs,Horning's Mills,No,,-80.20381098,44.07872942,L9V3K5,L9V,Other/Independent
208,Castlemore Discount Pharmacy,Markham,No,,-79.26810717,43.90441393,L6E0H7,L6E,Other/Independent
209,Forest Hill,Ottawa,No,,-75.9096649,45.31438233,K2K3E9,K2K,Other/Independent
210,Mount Pleasant Pharmacy,Toronto,No,,-79.38956999,43.70817639,M4P3B7,M4P,Other/Independent
211,Westmount Pharmacy,Hamilton,No,,-79.92649422,43.20987238,L9B2N9,L9B,Other/Independent
212,Wallaceburg Pharmacy,Chatham-Kent,No,,-82.39395774,42.59325555,N8A2V8,N8A,Other/Independent
213,John Drug Mart Ida Pharmacy,Hamilton,No,,-79.8681229,43.24989449,L8N2C7,L8N,Other/Independent
214,Leacock Care Centre,Orillia,No,,-79.39492247,44.60659145,L3V7T9,L3V,Other/Independent
215,Shoppers Drug Mart #1082,Fergus,No,,-80.3708237,43.69897705,N1M2R3,N1M,Shoppers Drug Mart
216,Parkside Pharmacy,Mississauga,No,,-79.64689636,43.58616676,L5B0G4,L5B,Other/Independent
217,Drugstore Pharmacy #557,Stratford,No,,-80.95148946,43.36985516,N5A7Y2,N5A,Other/Independent
218,Cawthra Drug Store,Mississauga,No,,-79.60326995,43.59535877,L5A3Z1,L5A,Other/Independent
219,Georgetown Pharmacy,Halton Hills,No,,-79.92663766,43.64922466,L7G2C5,L7G,Other/Independent
220,Lincoln Centre Pharmacy,Welland,No,,-79.23891348,42.98500867,L3B4N4,L3B,Other/Independent
221,Apothe Sos Pharmacy,Ottawa,No,,-75.73339815,45.36829584,K2C0R2,K2C,Other/Independent
222,Remedy's Rx Buckhorn Phcy,Buckhorn,No,,-78.34798423,44.55411909,K0L1J0,K0L,Other/Independent
223,Rexall,Acton,No,,-80.02545909,43.63814345,L7J2Y5,L7J,Rexall
224,Rexall #1859,London,No,,-81.25675982,43.03714879,N5X4E8,N5X,Rexall
225,Shoppers Drug Mart #1077,London,No,,-81.1958486,42.96173238,N5Z4L9,N5Z,Shoppers Drug Mart
226,Rexall #1875,London,No,,-81.32184794,42.97708947,N6H3W9,N6H,Rexall
227,Rexall #1891,Chatham-Kent,No,,-82.38404573,42.59434625,N8A2N7,N8A,Rexall
228,Britannia Pharmacy,Mississauga,No,,-79.75632879,43.55715255,L5M7M5,L5M,Other/Independent
229,Rexall #1917,Ottawa,No,,-75.80216067,45.35593714,K2B7J7,K2B,Rexall
230,Rexall,Pembroke,No,,-77.08445873,45.82090036,K8A6Y7,K8A,Rexall
231,Rexall #1974,Toronto,No,,-79.38118008,43.66537289,M4Y1G7,M4Y,Rexall
232,Rexall #2006,Ottawa,No,,-75.73974755,45.38631505,K1Z7L6,K1Z,Rexall
233,Twin Lakes Terrace Ltc Communi,Sarnia,No,,-82.36506496,43.00306843,N7S6K5,N7S,Other/Independent
234,Rexall #2014,Ottawa,No,,-75.64596562,45.37785865,K1V2P6,K1V,Rexall
235,Freshco Pharmacy,Cambridge,No,,-80.31669716,43.37405459,N1R8L4,N1R,Other/Independent
236,Rexall #2055,Toronto,No,,-79.39960089,43.70726929,M4P1E4,M4P,Rexall
237,Rexall #2063,Toronto,No,,-79.52850953,43.64945348,M9A1B5,M9A,Rexall
238,Rexall,Mississauga,No,,-79.62687486,43.60308867,L5A3Y1,L5A,Rexall
239,Cura Pharmacy,Mississauga,No,,-79.63560446,43.59114976,L5B3Y6,L5B,Other/Independent
240,Rexall #2080,Mississauga,No,,-79.73372489,43.56030155,L5M0R4,L5M,Rexall
241,Rexall #2089,Burlington,No,,-79.75356888,43.36782032,L7L1V2,L7L,Rexall
243,Maplewood Pharmacy,Mississauga,No,,-79.7585191,43.59064536,L5N1V1,L5N,Other/Independent
244,Rexall Pharma Plus #2121,Kawartha Lakes,No,,-78.74788074,44.34551254,K9V3L5,K9V,Rexall
245,Pharma Plus #2139,Innisfil,No,,-79.61941672,44.32774269,L9S1A8,L9S,Other/Independent
246,Bella Senior Care Residence,Niagara Falls,No,,-79.04552803,43.05083299,L2G7X3,L2G,Other/Independent
247,Rexall,Caledonia,No,,-79.96197512,43.06213965,N3W1K7,N3W,Rexall
248,Rexall #2204,Ottawa,No,,-75.87776439,45.30237093,K2M1C9,K2M,Rexall
249,Hellenic Pharmacy,Toronto,No,,-79.35219478,43.67770859,M4K1N8,M4K,Other/Independent
250,R H Lawson Eventide Home,Niagara Falls,No,,-79.07748074,43.0997382,L2E1K5,L2E,Other/Independent
251,Rexall #2212,Ottawa,No,,-75.59186551,45.44797766,K1J6M7,K1J,Rexall
252,Rexall,Smiths Falls,No,,-76.0214627,44.89962195,K7A2B1,K7A,Rexall
253,Pharma Plus #2238,Kawartha Lakes,No,,-78.76019555,44.34854314,K9V4Z1,K9V,Other/Independent
254,Pharma Center Pharmacy,Brampton,No,,-79.7532771,43.69260678,L6V1B4,L6V,Other/Independent
255,Rexall #2246,Ajax,No,,-79.01638528,43.83144753,L1S3K7,L1S,Rexall
256,Rexall Pharma Plus #2253,Belleville,No,,-77.37148418,44.16166727,K8N1C9,K8N,Rexall
257,Pharma Plus #2261,Prince Edward,No,,-77.14692569,44.00588925,K0K2T0,K0K,Other/Independent
258,Rexall #2287,Toronto,No,,-79.4420834,43.66765439,M6H2A6,M6H,Rexall
259,Rexall Pharma Plus #2295,Orillia,No,,-79.41832428,44.60906405,L3V1V5,L3V,Rexall
260,Drug Store Pharmacy #4143,Brampton,No,,-79.81549162,43.68369577,L7A2Y7,L7A,Other/Independent
261,Rexall #2303,Bradford West Gwillimbury,No,,-79.59098229,44.10884466,L3Z0C1,L3Z,Rexall
262,Pharma Plus #2311,Owen Sound,No,,-80.94267507,44.56703627,N4K2H5,N4K,Other/Independent
263,Rexall Pharma Plus #2312,Owen Sound,No,,-80.92759966,44.57017497,N4K3E9,N4K,Rexall
264,Rexall,Orangeville,No,,-80.12008934,43.90225089,L9W5L1,L9W,Rexall
265,Rexall,Vaughan,No,,-79.55538285,43.82659241,L4H3G8,L4H,Rexall
266,Rexall,New Tecumseth,No,,-79.88598859,44.14696155,L9R2A9,L9R,Rexall
267,Rexall #2378,Mississauga,No,,-79.58654775,43.60947727,L4Y2A0,L4Y,Rexall
268,1355 Bank Street Pharmacy,Ottawa,No,,-75.67505153,45.38798285,K1H8K7,K1H,Other/Independent
269,Nam Pharmacy,Toronto,No,,-79.48699833,43.7507138,M3J3H5,M3J,Other/Independent
270,Rexall,Brampton,No,,-79.77205761,43.67612107,L6X1B3,L6X,Rexall
271,Rexall #2394,Toronto,No,,-79.52053044,43.7694907,M3N2L3,M3N,Rexall
272,Rexall,Burlington,No,,-79.835731,43.37400812,L7P4M7,L7P,Rexall
273,Pharmacare Pharmacy,Niagara Falls,No,,-79.11171945,43.06975289,L2G7K3,L2G,Other/Independent
274,Rexall,Oakville,No,,-79.65753456,43.47945234,L6J4W3,L6J,Rexall
275,Rexall #2444,Oakville,No,,-79.71220477,43.39541372,L6L1H6,L6L,Rexall
276,Rexall #2451,Thorold,No,,-79.20451478,43.1258905,L2V3Z9,L2V,Rexall
277,Rexall #2469,Waterloo,No,,-80.55094414,43.4964275,N2V1V8,N2V,Rexall
278,Rexall #2477,Kitchener,No,,-80.50973022,43.43930699,N2M5G2,N2M,Rexall
279,Rexall,Waterloo,No,,-80.49182882,43.4894312,N2K4C9,N2K,Rexall
280,Rexall #3012,Toronto,No,,-79.4270751,43.70041069,M6C2C1,M6C,Rexall
281,Rexall,Brampton,No,,-79.78698802,43.70675098,L6Z0E6,L6Z,Rexall
282,Parliament Pharmacy,Toronto,No,,-79.36714678,43.66177209,M5A2Z7,M5A,Other/Independent
283,Medical Arts Pharmacy,Kingston,No,,-76.50728591,44.23898732,K7L1E4,K7L,Other/Independent
284,Shoppers Drug Mart #862,Toronto,No,,-79.29064286,43.6896793,M4C1M9,M4C,Shoppers Drug Mart
285,Shoppers Drug Mart # 815,Mississauga,No,,-79.59417214,43.54356006,L5H1G9,L5H,Shoppers Drug Mart
286,Cheltenham Care Community,Toronto,No,,-79.44445721,43.78183161,M2R1Y8,M2R,Other/Independent
287,Maple Park Lodge,Fort Erie,No,,-78.92271647,42.91044567,L2A5M5,L2A,Other/Independent
288,Metro Pharmacy #595,Brampton,No,,-79.7216982,43.71546008,L6T3R5,L6T,Metro
289,Rexall #6901,Woodstock,No,,-80.73764507,43.14622853,N4T1H3,N4T,Rexall
290,The Elliott Ltc Residence,Guelph,No,,-80.25130125,43.55802923,N1E4Y3,N1E,Other/Independent
291,Rexall #6904,Timmins,No,,-81.32851203,48.47365407,P4N2K3,P4N,Rexall
292,Rexall #6905,Longlac,No,,-86.53449302,49.78099623,P0T2A0,P0T,Rexall
293,Rexall #6910,Peterborough,No,,-78.33924421,44.32930705,K9H7J6,K9H,Rexall
294,Rexall #6911,Peterborough,No,,-78.3213049,44.29661545,K9J3G3,K9J,Rexall
295,Windsor House Pharmacy,New Tecumseth,No,,-79.87046589,44.15380635,L9R1S8,L9R,Other/Independent
296,Rexall #6912,Woodstock,No,,-80.74629857,43.13084713,N4S1E7,N4S,Rexall
297,Rexall #6913,Kapuskasing,No,,-82.42588322,49.41754244,P5N1T7,P5N,Rexall
298,Rexall #6914,Sarnia,No,,-82.38675677,43.00413913,N7V2N6,N7V,Rexall
299,Rexall #6915,Greater Sudbury,No,,-81.00488478,46.45153517,P3E6C3,P3E,Rexall
300,Extendicare/halton Hills,Halton Hills,No,,-79.94812436,43.64921756,L7G6G9,L7G,Other/Independent
301,Rexall #6916,Toronto,No,,-79.53848143,43.59308457,M8W1P8,M8W,Rexall
302,Rexall #6919,Chesley,No,,-81.09516879,44.29909361,N0G1L0,N0G,Rexall
303,Drugstore Pharmacy #531,Guelph,No,,-80.21810144,43.51374322,N1G4W2,N1G,Other/Independent
304,Rexall #6921,Toronto,No,,-79.22088325,43.80928652,M1B4Z8,M1B,Rexall
305,Rexall #6923,Welland,No,,-79.25172248,42.98298577,L3B3K4,L3B,Rexall
306,Rexall #6924,Caledon,No,,-79.72662311,43.87208101,L7E2B5,L7E,Rexall
307,Rexall #6926,Elliot Lake,No,,-82.64942071,46.38581778,P5A1Y9,P5A,Rexall
308,Sav on Drug Mart,Toronto,No,,-79.54934203,43.60999077,M8W3V7,M8W,Other/Independent
309,Rexall #6927,Greater Sudbury,No,,-80.93536486,46.49025588,P3B1T1,P3B,Rexall
310,Rexall #6928,Geraldton,No,,-86.94849025,49.7240366,P0T1M0,P0T,Rexall
311,Rexall #6929,Uxbridge,No,,-79.12188334,44.09710798,L9P0B1,L9P,Rexall
312,Rexall #6932,Perth,No,,-76.25290438,44.90615414,K7H2J9,K7H,Rexall
313,Rexall #6933,Markham,No,,-79.22881425,43.86719343,L6B0P2,L6B,Rexall
314,Rexall #6934,Kingston,No,,-76.4857377,44.23846292,K7K3G8,K7K,Rexall
315,Rexall #6936,Nipigon,No,,-88.26309415,49.01206851,P0T2J0,P0T,Rexall
316,Rexall #6939,Greater Sudbury,No,,-80.96272058,46.52265559,P3A1X5,P3A,Rexall
317,Rexall #6941,Toronto,No,,-79.54571533,43.60192537,M8W3T9,M8W,Rexall
318,Rexall #6942,Toronto,No,,-79.35825998,43.67797819,M4K2P8,M4K,Rexall
319,Glenashton Pharmacy,Oakville,No,,-79.70956057,43.48090454,L6H7P6,L6H,Other/Independent
320,Rexall #6945,Napanee,No,,-76.96320326,44.2593345,K7R1P8,K7R,Rexall
321,Rexall #6946,Hamilton,No,,-79.79811028,43.23533649,L8K1G4,L8K,Rexall
322,Rexall #6947,Arnprior,No,,-76.36692726,45.42394853,K7S3G8,K7S,Rexall
323,Reddendale Pharmacy,Kingston,No,,-76.57114023,44.21848681,K7M6P7,K7M,Other/Independent
324,Drugstore Pharmacy #4069,Vaughan,No,,-79.55489995,43.788877,L4L1A6,L4L,Other/Independent
325,North Oshawa Pharmacy,Oshawa,No,,-78.87042104,43.93726186,L1G7W4,L1G,Other/Independent
326,Kawartha Lakes Pharmacy,Kawartha Lakes,No,,-78.75488245,44.35531374,K9V5B7,K9V,Other/Independent
327,Wal-Mart Pharmacy,Hamilton,No,,-79.90860052,43.3156109,L9H0C2,L9H,Other/Independent
328,Father Tobin Pharmacy,Brampton,No,,-79.75480951,43.77117979,L6R0W9,L6R,Other/Independent
329,Baseline Pharmacy,Ottawa,No,,-75.78743796,45.34159104,K2H7B3,K2H,Other/Independent
330,Bloor Park Pharmacy,Toronto,No,,-79.4181416,43.66374099,M6G1L4,M6G,Other/Independent
331,Shopers Drug Mart #1290,Oshawa,No,,-78.87895474,43.88944105,L1J2K5,L1J,Other/Independent
332,Leslie Medical Pharmacy,Toronto,No,,-79.36622349,43.77973531,M2J2K9,M2J,Other/Independent
333,Sherbrooke Heights Pharmacy,Peterborough,No,,-78.38177122,44.28660894,K9J6X4,K9J,Other/Independent
334,Smartmeds Pharmacy,Burlington,No,,-79.80796769,43.36214431,M7N1H6,M7N,Other/Independent
335,Care Plus Pharmacy Ida,London,No,,-81.25919661,42.94684117,N6G3T4,N6G,Other/Independent
336,Markham Mews Pharmacy,Markham,No,,-79.29092537,43.86512413,L3R1N1,L3R,Other/Independent
337,Shoppers Drug Mart #869,Toronto,No,,-79.50140853,43.69710009,M9N2R2,M9N,Shoppers Drug Mart
338,Shoppers Drug Mart #959,Toronto,No,,-79.50224322,43.60168607,M8V1J2,M8V,Shoppers Drug Mart
339,Simcoe Manor,New Tecumseth,No,,-79.78183515,44.07955844,L0G1A0,L0G,Other/Independent
340,Loblaw Pharmacy #2831,Peterborough,No,,-78.3331489,44.28131254,K9J1Z2,K9J,Loblaw
341,The Drugstore Pharmacy #4097,Belleville,No,,-77.35783538,44.16693357,K8N1E8,K8N,Other/Independent
342,Findlay's Drugstore,Temiskaming Shores,No,,-79.68163197,47.50928351,P0J1P0,P0J,Other/Independent
343,Superseven Pharmacy,Pickering,No,,-79.08023791,43.85756784,L1X2R2,L1X,Other/Independent
344,Dover Apothecary,Port Dover,No,,-80.20374237,42.78705449,N0A1N0,N0A,Other/Independent
345,Shoppers Drug Mart 1337,Thunder Bay,No,,-89.23456356,48.42818256,P7B3Y2,P7B,Shoppers Drug Mart
346,The Tannery Pharmasave Phcy.,Kitchener,No,,-80.49785942,43.4511316,N2G1H6,N2G,Pharmasave
347,Shoppers Drug Mart,Toronto,No,,-79.26531996,43.83317902,M1V5P6,M1V,Shoppers Drug Mart
348,Shoppers Drug Mart 1340,Orangeville,No,,-80.12589024,43.9136164,L9W0A4,L9W,Shoppers Drug Mart
349,Loblaw Pharmacy,Newmarket,No,,-79.48628505,44.06985915,L3Y8V1,L3Y,Loblaw
350,Sobeys Pharmacy #7258,Innisfil,No,,-79.5594659,44.31133599,L9S2C3,L9S,Sobeys
351,Metro Pharmacy #504,Hamilton,No,,-79.81260218,43.2532844,L8H2V2,L8H,Metro
352,Drugtown Pharmacy,Toronto,No,,-79.53159134,43.69201659,M9P3B6,M9P,Other/Independent
353,Sherway Pharmasave,Toronto,No,,-79.55744644,43.61520637,M9C5H5,M9C,Pharmasave
354,Health Pharmacy,Toronto,No,,-79.21872414,43.74405701,M1J3C3,M1J,Other/Independent
355,Whitby Clinic Pharmacy,Whitby,No,,-78.94322196,43.88194805,L1N4H5,L1N,Other/Independent
356,Pharmasave Balmoral Chemists,Toronto,No,,-79.39362819,43.68603419,M4T3A7,M4T,Pharmasave
357,Drugstore Pharmacy #507,Barrie,No,,-79.69493495,44.35825469,L4N8V8,L4N,Other/Independent
358,Extendicare/medex,Ottawa,No,,-75.75821745,45.35434284,K2C3K6,K2C,Other/Independent
359,Shoppers Drug Mart  #1272,Mississauga,No,,-79.71763928,43.58260296,L5M1K8,L5M,Shoppers Drug Mart
360,Northtown Way Pharmacy,Toronto,No,,-79.413286,43.77593011,M2N7L4,M2N,Other/Independent
361,Health Smart Pharmacy,Toronto,No,,-79.26705025,43.7320312,M1K5G8,M1K,Other/Independent
362,Hope Street Terrace,Port Hope,No,,-78.28841226,43.95455209,L1A2M8,L1A,Other/Independent
363,Markham Discount Pharmacy,Toronto,No,,-79.24960806,43.83653832,M1X0A7,M1X,Other/Independent
364,Thornbury Pharmacy,The Blue Mountains,No,,-80.45598891,44.56307299,N0H2P0,N0H,Other/Independent
365,Niagara Street Remedy's Rx,St. Catharines,No,,-79.23405719,43.16977941,L2R4L4,L2R,Other/Independent
366,Tavistock Pharmacy,Tavistock,No,,-80.83635162,43.32053496,N0B2R0,N0B,Other/Independent
367,Osr Pharmacy,Oakville,No,,-79.70529866,43.39984743,L6L5G5,L6L,Other/Independent
368,Centre Street Pharmacy,Vaughan,No,,-79.46252202,43.80772761,L4J3M6,L4J,Other/Independent
369,Shoppers Drug Mart 997,Toronto,No,,-79.38175778,43.64680638,M5K1A1,M5K,Shoppers Drug Mart
370,Park Pharmacy,Hamilton,No,,-79.76480487,43.21866309,L8G1H9,L8G,Other/Independent
371,Shalom Manor,Grimsby,No,,-79.52454789,43.186973,L3M4N5,L3M,Other/Independent
372,Shoppers Drug Mart #1221,Whitby,No,,-78.96090668,43.95285646,L1M2J7,L1M,Shoppers Drug Mart
373,Shoppers Drug Mart #970,Aurora,No,,-79.46379654,43.98748054,L4G1N1,L4G,Shoppers Drug Mart
374,Total Health Pharmacy 131,Mississauga,No,,-79.61208955,43.58365136,L5A1W4,L5A,Other/Independent
375,Shoppers Drug Mart #1245,Clarence-Rockland,No,,-75.30069812,45.54051369,K4K1A3,K4K,Shoppers Drug Mart
376,Grand Valley Drug Store,Grand Valley,No,,-80.3149838,43.89833118,L9W5S8,L9W,Other/Independent
377,The Prescription Shoppe,Palmerston,No,,-80.85021197,43.83428355,N0G2P0,N0G,Other/Independent
379,Shoppers Drug Mart #1466,Brampton,No,,-79.7611036,43.65009307,L6Y0R5,L6Y,Shoppers Drug Mart
380,Shoppers Drug Mart #1170,Vaughan,No,,-79.46156753,43.84822262,L6A4N9,L6A,Shoppers Drug Mart
381,Wal-Mart Pharmacy,Greater Sudbury,No,,-81.00216558,46.44056287,P3E5H5,P3E,Other/Independent
382,Wal-Mart Pharmacy,New Tecumseth,No,,-79.82380887,44.16288555,L9R0G1,L9R,Other/Independent
383,Port Perry Place,Port Perry,No,,-78.95044249,44.11143629,L0B1M0,L0B,Other/Independent
384,Shoppers Drug Mart #774,Mississauga,No,,-79.61766176,43.60781497,L4Y2X3,L4Y,Shoppers Drug Mart
385,Brantford Medical Pharmacy,Brantford,No,,-80.21596631,43.17274906,N3S0C5,N3S,Other/Independent
386,The Drugstore Pharmacy #4113,Toronto,No,,-79.49789412,43.61223267,M8V2V7,M8V,Other/Independent
387,Lakeshore West Pharmacy,Toronto,No,,-79.47680431,43.62986918,M8V4G2,M8V,Other/Independent
388,Apple Tree Medical Group,Ottawa,No,,-75.78760366,45.34156264,K2H7B3,K2H,Other/Independent
389,People's Choice Pharmacy,Richmond Hill,No,,-79.42001352,43.88992413,L4C3N8,L4C,Other/Independent
390,Shoppers Drug Mart 1441,Toronto,No,,-79.38052068,43.65034059,M5H2R2,M5H,Shoppers Drug Mart
391,Bethammi Nursing Home,Thunder Bay,No,,-89.24130957,48.44134997,P7A4J2,P7A,Other/Independent
392,Wal-Mart Pharmacy,Orangeville,No,,-80.09648614,43.9300056,L9W2E8,L9W,Other/Independent
393,East Whitby Pharmacy,Whitby,No,,-78.90084275,43.88970765,L1N2L6,L1N,Other/Independent
394,Wal-Mart Pharmacy,Vaughan,No,,-79.52995884,43.7969314,L4K4Z4,L4K,Other/Independent
395,Burnview Drugs,Toronto,No,,-79.24031315,43.75616901,M1H3C2,M1H,Other/Independent
396,Clinicare Discount Pharmacy,Toronto,No,,-79.24467435,43.81080792,M1B2W4,M1B,Other/Independent
397,Valley Stream Manor,Ottawa,No,,-75.80368367,45.33277874,K2H0A5,K2H,Other/Independent
398,Shoppers Drug Mart #1353,Brampton,No,,-79.77137501,43.69502207,L6V1P8,L6V,Shoppers Drug Mart
399,Milton Square Pharmacy,Milton,No,,-79.86653493,43.53911184,L9T0A5,L9T,Other/Independent
400,Van Kirk Pharmacy,Brampton,No,,-79.81076703,43.71007298,L7A3V4,L7A,Other/Independent
401,Sunnyside Medical Pharmacy,Toronto,No,,-79.4464301,43.63988708,M6R2K4,M6R,Other/Independent
402,Fairview Mennonite Home,Cambridge,No,,-80.34314237,43.3985479,N3H5E4,N3H,Other/Independent
403,The Village of Glendale Crossi,London,No,,-81.27179982,42.93893947,N6L0B6,N6L,Other/Independent
404,Shoppers Drug Mart #1217,Kawartha Lakes,No,,-78.75514814,44.35074224,K9V2Z7,K9V,Shoppers Drug Mart
405,Icare Pharmacy Services,Toronto,No,,-79.35157198,43.7065383,M4H1H2,M4H,Other/Independent
406,Hunters Pharmacy,Windsor,No,,-82.98614909,42.30366217,N8W1G8,N8W,Other/Independent
407,Golden Care Pharmacy,Niagara Falls,No,,-79.09047094,43.094176,L2E6X2,L2E,Other/Independent
408,Shoppers Drug Mart #1317,Smiths Falls,No,,-76.0220606,44.90151765,K7A2B5,K7A,Shoppers Drug Mart
409,Chartwell Ballycliffe Ltc Resi,Ajax,No,,-79.02538249,43.85103444,L1S1R9,L1S,Other/Independent
410,Creditview Pharmacy (Guardian),Mississauga,No,,-79.66549377,43.56824566,L5C3Y8,L5C,Guardian
411,Loblaw Pharmacy #563,Owen Sound,No,,-80.92457556,44.57467547,N4K1Z3,N4K,Loblaw
412,M&d Shepphaer Pharmacy,Toronto,No,,-79.45461082,43.7524064,M3H5V5,M3H,Other/Independent
413,Shoppers Drug Mart 1188,St. Catharines,No,,-79.21506669,43.1464541,L2P1N6,L2P,Shoppers Drug Mart
414,Vankleekhill Pharmacy,Vankleek Hill,No,,-74.6514396,45.51928382,K0B1R0,K0B,Other/Independent
415,Shoppers Drug Mart 651,Barrie,No,,-79.70514665,44.3869742,L4N1L7,L4N,Shoppers Drug Mart
416,L&a Pharmacy,Toronto,No,,-79.32006106,43.67245469,M4L2A4,M4L,Other/Independent
417,Shoppers Drug Mart #685,Brantford,No,,-80.26362482,43.17039056,N3R7E3,N3R,Shoppers Drug Mart
418,River Run Pharmacy,Mississauga,No,,-79.69870478,43.58682966,L5M4Z1,L5M,Other/Independent
419,Drewport Pharmacy,Mississauga,No,,-79.65266658,43.70944168,L4T0A7,L4T,Other/Independent
420,Thornlea Pharmacy,Toronto,No,,-79.34334738,43.7078994,M4H1C4,M4H,Other/Independent
421,Group Health Centre Pharmacy,Sault Ste. Marie,No,,-84.31606925,46.5222367,P6B1Y5,P6B,Other/Independent
422,Fieldgate Ida Pharmacy,Mississauga,No,,-79.58831805,43.62435697,L4X2J4,L4X,Other/Independent
423,Shoppers Drug Mart #760,Windsor,No,,-83.00180469,42.27432207,N8X3Y8,N8X,Shoppers Drug Mart
424,Maple Mews Pharmacy,Burlington,No,,-79.81943139,43.33103831,L7S2H9,L7S,Other/Independent
425,Logos Pharmacy,Brampton,No,,-79.82302713,43.71626218,L7A0N9,L7A,Other/Independent
426,Shoppers Drug Mart 668,Innisfil,No,,-79.557622,44.31226369,L9S4B2,L9S,Shoppers Drug Mart
427,Welland Medical Pharmacy,Welland,No,,-79.24348498,42.97503097,L3B0B3,L3B,Other/Independent
428,Welland Medical Pharmacy,Welland,No,,-79.24665668,42.97931327,L3B3E1,L3B,Other/Independent
429,Bridgenorth Pharmacy,Bridgenorth,No,,-78.38324503,44.38258386,K0L1H0,K0L,Other/Independent
430,Welcome Guardian Drugs,Toronto,No,,-79.4474712,43.64335578,M6R2L2,M6R,Guardian
431,North Bay Life Care Pharmacy,North Bay,No,,-79.46328496,46.30990413,P1B1A8,P1B,Other/Independent
432,Seaway Valley Pharmacy,Winchester,No,,-75.3541002,45.09301581,K0C2K0,K0C,Other/Independent
433,Shoppers Drug Mart #1210,Barrie,No,,-79.64485803,44.3566572,L4N4E7,L4N,Shoppers Drug Mart
434,Lawrence Pharmacy,Toronto,No,,-79.25247125,43.75362391,M1P2S8,M1P,Other/Independent
435,Shoppers Drug Mart #1253,Toronto,No,,-79.4390502,43.63989858,M6R1A1,M6R,Shoppers Drug Mart
436,Matthews Gate Pharmacy,Mississauga,No,,-79.63428426,43.59237076,L5B1P3,L5B,Other/Independent
437,Granite Ridge Care Community,Ottawa,No,,-75.90499029,45.26987472,K2S2C5,K2S,Other/Independent
438,Wellness Sheild,Blackstock,No,,-78.82052284,44.10720749,L0B1B0,L0B,Other/Independent
439,Costco Pharmacy #511,Ottawa,No,,-75.60338671,45.41516976,K1B1A5,K1B,Costco
440,Sobeys Pharmacy #7203,Ajax,No,,-79.01420389,43.86391254,L1T4E4,L1T,Sobeys
441,9th Line Discount Pharmacy,Markham,No,,-79.22542155,43.86092993,L6B1A8,L6B,Other/Independent
442,Whole Health Pharmacy,Cornwall,No,,-74.75685949,45.01242142,K6J1G5,K6J,Other/Independent
443,Chartwell Westmount Ltc Reside,Kitchener,No,,-80.51775412,43.40612449,N2E3Y4,N2E,Other/Independent
444,Main Drug Mart,Toronto,No,,-79.4216306,43.64924778,M6J1X3,M6J,Other/Independent
445,Pharmalinx Guardian Pharmacy,Markham,No,,-79.31244618,43.86725053,L3R2G9,L3R,Guardian
446,Jane's Guardian Pharmacy,Mississauga,No,,-79.61270685,43.53180415,L5H3A1,L5H,Guardian
447,Riddell Park Pharmacy & Compou,Orangeville,No,,-80.12095354,43.90201339,L9W6X2,L9W,Other/Independent
448,Costco Pharmacy #1263,Ottawa,No,,-75.78437825,45.26845973,K2J6E5,K2J,Costco
449,Costco Pharmacy #1248,Waterloo,No,,-80.58156675,43.44407749,N2J3Z4,N2J,Costco
450,Shoppers Drug Mart #1057,Mississauga,No,,-79.68781107,43.53722405,L5L3R4,L5L,Shoppers Drug Mart
