OGF_ID,CLASS_SUBT,CLASS_SU_1,OFFICIAL_M,MUNID,MAH_CODE,MUNICIPAL_,ASSESSMENT,MUNICIPA_1,MUNICIPA_2,UPPER_TIER,UPPER_TI_1,GEOG_UNIT_,GEOMETRY_U,EFFECTIVE_,SYSTEM_DAT,OBJECTID,SHAPEAREA,SHAPELEN,NUMPOINTS,all_pharmacies,%_chosen
67916578,Lower Tier Municipality,95,MUNICIPALITY OF HURON EAST,40015,52408,Mainland,4040,MUNICIPALITY OF,HURON EAST,,COUNTY OF HURON,2563,2020-12-29,2020-12-29,2020-12-29,28897,0,0,1,4,25%
67906726,Single Tier Municipality,96,TOWN OF COCHRANE,56037,81407,Mainland,5639,TOWN OF,COCHRANE,,,2565,1970-01-01,2017-01-09,2019-04-01,25249,0,0,1,4,25%
67916394,Lower Tier Municipality,95,TOWN OF LINCOLN,26057,18403,Mainland,2622,TOWN OF,LINCOLN,,REGIONAL MUNICIPALITY OF NIAGARA,2563,1970-01-01,2017-01-09,2019-04-01,25793,0,0,2,8,25%
67916420,Lower Tier Municipality,95,MUNICIPALITY OF WEST PERTH,31017,65614,Mainland,3130,MUNICIPALITY OF,WEST PERTH,,COUNTY OF PERTH,2563,1970-01-01,2017-01-09,2019-04-01,26113,0,0,1,4,25%
67916626,Lower Tier Municipality,95,TOWN OF SAUGEEN SHORES,41043,41408,Mainland,4110,TOWN OF,SAUGEEN SHORES,,COUNTY OF BRUCE,2563,1970-01-01,2017-01-09,2019-04-01,26209,0,0,2,8,25%
67916351,Lower Tier Municipality,95,TOWN OF FORT ERIE,26003,18401,Mainland,2703,TOWN OF,FORT ERIE,,REGIONAL MUNICIPALITY OF NIAGARA,2563,1970-01-01,2017-01-09,2019-04-01,21009,0,0,3,13,23%
67916413,Lower Tier Municipality,95,TOWNSHIP OF WOOLWICH,30029,25604,Mainland,3029,TOWNSHIP OF,WOOLWICH,,REGIONAL MUNICIPALITY OF WATERLOO,2563,1970-01-01,2017-01-09,2019-04-01,17153,0,0,3,13,23%
67906440,Single Tier Municipality,96,CITY OF BELLEVILLE,12005,51103,Mainland,1208,CITY OF,BELLEVILLE,,,2565,1970-01-01,2017-01-09,2019-04-01,18865,0,0,6,27,22%
67906455,Single Tier Municipality,96,CITY OF HAMILTON,25005,16103,Mainland,2518,CITY OF,HAMILTON,,,2565,1970-01-01,2017-01-09,2019-04-01,22449,0,0,54,257,21%
67916404,Lower Tier Municipality,95,CITY OF CAMBRIDGE,30006,25101,Mainland,3006,CITY OF,CAMBRIDGE,,REGIONAL MUNICIPALITY OF WATERLOO,2563,1970-01-01,2017-01-09,2019-04-01,24753,0,0,11,53,21%
67906507,Single Tier Municipality,96,CITY OF LONDON,39036,59101,Mainland,3936,CITY OF,LONDON,,,2565,2019-02-11,2019-02-11,2019-04-01,22545,0,0,34,166,20%
67906477,Single Tier Municipality,96,COUNTY OF BRANT,29002,40102,Mainland,2920,COUNTY OF,BRANT,,,2565,2017-01-09,2017-01-09,2019-04-01,23489,0,0,2,10,20%
67906578,Single Tier Municipality,96,TOWN OF PARRY SOUND,49032,86402,Mainland,4932,TOWN OF,PARRY SOUND,,,2565,1970-01-01,2017-01-09,2019-04-01,19553,0,0,2,10,20%
67916568,Lower Tier Municipality,95,MUNICIPALITY OF NORTH MIDDLESEX,39041,59619,Mainland,3954,MUNICIPALITY OF,NORTH MIDDLESEX,,COUNTY OF MIDDLESEX,2563,1970-01-01,2017-01-09,2019-04-01,15793,0,0,1,5,20%
67916422,Lower Tier Municipality,95,MUNICIPALITY OF NORTH PERTH,31035,65403,Mainland,3140,MUNICIPALITY OF,NORTH PERTH,,COUNTY OF PERTH,2563,1970-01-01,2017-01-09,2019-04-01,16161,0,0,1,5,20%
67916688,Lower Tier Municipality,95,TOWNSHIP OF ESSA,43021,70602,Mainland,4321,TOWNSHIP OF,ESSA,,COUNTY OF SIMCOE,2563,1970-01-01,2017-01-09,2019-04-01,16289,0,0,1,5,20%
67916317,Lower Tier Municipality,95,TOWN OF GEORGINA,19070,27408,Mainland,1970,TOWN OF,GEORGINA,,REGIONAL MUNICIPALITY OF YORK,2563,1970-01-01,2017-01-09,2019-04-01,17313,0,0,4,20,20%
67916360,Lower Tier Municipality,95,CITY OF PORT COLBORNE,26011,18102,Mainland,2711,CITY OF,PORT COLBORNE,,REGIONAL MUNICIPALITY OF NIAGARA,2563,1970-01-01,2017-01-09,2019-04-01,17377,0,0,1,5,20%
67916601,Lower Tier Municipality,95,TOWNSHIP OF NORTH HURON,40050,52620,Mainland,4050,TOWNSHIP OF,NORTH HURON,,COUNTY OF HURON,2563,2020-12-29,2020-12-29,2020-12-29,28929,0,0,1,5,20%
67916574,Lower Tier Municipality,95,MUNICIPALITY OF BLUEWATER,40010,52406,Mainland,4020,MUNICIPALITY OF,BLUEWATER,,COUNTY OF HURON,2563,2020-11-13,2020-11-13,2020-11-13,28481,0,0,1,5,20%
67916313,Lower Tier Municipality,95,TOWN OF NEWMARKET,19048,27403,Mainland,1948,TOWN OF,NEWMARKET,,REGIONAL MUNICIPALITY OF YORK,2563,1970-01-01,2017-01-09,2019-04-01,24241,0,0,8,43,19%
67906511,Single Tier Municipality,96,CITY OF BARRIE,43042,70101,Mainland,4342,CITY OF,BARRIE,,,2565,1970-01-01,2017-01-09,2019-04-01,21521,0,0,13,70,19%
67916677,Lower Tier Municipality,95,CITY OF OWEN SOUND,42059,47101,Mainland,4259,CITY OF,OWEN SOUND,,COUNTY OF GREY,2563,1970-01-01,2017-01-09,2019-04-01,20161,0,0,3,17,18%
67916312,Lower Tier Municipality,95,TOWN OF AURORA,19046,27401,Mainland,1946,TOWN OF,AURORA,,REGIONAL MUNICIPALITY OF YORK,2563,1970-01-01,2017-01-09,2019-04-01,15505,0,0,4,23,17%
67916374,Lower Tier Municipality,95,CITY OF WELLAND,26032,18104,Mainland,2719,CITY OF,WELLAND,,REGIONAL MUNICIPALITY OF NIAGARA,2563,2012-12-07,2017-01-09,2019-04-01,26049,0,0,4,23,17%
67906778,Single Tier Municipality,96,CITY OF ELLIOT LAKE,57041,80102,Mainland,5741,CITY OF,ELLIOT LAKE,,,2565,1970-01-01,2017-01-09,2019-04-01,20049,0,0,1,6,17%
67906731,Single Tier Municipality,96,TOWN OF KAPUSKASING,56066,81404,Mainland,5666,TOWN OF,KAPUSKASING,,,2565,1970-01-01,2017-01-09,2019-04-01,23185,0,0,1,6,17%
67916183,Lower Tier Municipality,95,CORPORATION OF THE MUNICIPALITY OF MISSISSIPPI MILLS,9030,55404,Mainland,931,TOWN OF,MISSISSIPPI MILLS,,COUNTY OF LANARK,2563,2015-09-25,2017-01-09,2019-04-01,23505,0,0,1,6,17%
67906513,Single Tier Municipality,96,CITY OF ORILLIA,43052,70102,Mainland,4352,CITY OF,ORILLIA,,,2565,1970-01-01,2017-01-09,2019-04-01,17985,0,0,4,24,17%
67906823,Single Tier Municipality,96,TOWN OF FORT FRANCES,59012,87401,Mainland,5912,TOWN OF,FORT FRANCES,,,2565,1970-01-01,2017-01-09,2019-04-01,16865,0,0,1,6,17%
67906845,Single Tier Municipality,96,CITY OF DRYDEN,60025,82101,Mainland,6026,CITY OF,DRYDEN,,,2565,2019-04-01,2019-03-27,2019-04-01,25233,0,0,1,6,17%
67916546,Lower Tier Municipality,95,MUNICIPALITY OF LAMBTON SHORES,38037,54103,Mainland,3845,MUNICIPALITY OF,LAMBTON SHORES,,COUNTY OF LAMBTON,2563,1970-01-01,2017-01-09,2019-04-01,25505,0,0,1,6,17%
67906487,Single Tier Municipality,96,TOWN OF ST. MARYS,31016,65301,Mainland,3116,TOWN OF,ST. MARYS,,,2565,1970-01-01,2017-01-09,2019-04-01,25985,0,0,1,6,17%
67916719,Lower Tier Municipality,95,TOWN OF WASAGA BEACH,43064,70408,Mainland,4364,TOWN OF,WASAGA BEACH,,COUNTY OF SIMCOE,2563,1970-01-01,2017-01-09,2019-04-01,21793,0,0,1,7,14%
67916096,Lower Tier Municipality,95,TOWN OF HAWKESBURY,2008,67401,Mainland,208,TOWN OF,HAWKESBURY,,UNITED COUNTIES OF PRESCOTT AND RUSSELL,2563,2016-02-01,2017-01-09,2019-04-01,16705,0,0,1,7,14%
67906543,Single Tier Municipality,96,MUNICIPALITY OF WEST NIPISSING,48050,85406,Mainland,4852,MUNICIPALITY OF,WEST NIPISSING,,,2565,1970-01-01,2017-01-09,2019-04-01,25409,0,0,1,7,14%
67916315,Lower Tier Municipality,95,TOWN OF EAST GWILLIMBURY,19054,27407,Mainland,1954,TOWN OF,EAST GWILLIMBURY,,REGIONAL MUNICIPALITY OF YORK,2563,1970-01-01,2017-01-09,2019-04-01,24529,0,0,2,14,14%
67916534,Lower Tier Municipality,95,CITY OF SARNIA,38030,54102,Mainland,3829,CITY OF,SARNIA,,COUNTY OF LAMBTON,2563,1970-01-01,2017-01-09,2019-04-01,17073,0,0,4,31,13%
67916109,Lower Tier Municipality,95,CITY OF CLARENCE-ROCKLAND,2036,67101,Mainland,316,CITY OF,CLARENCE-ROCKLAND,,UNITED COUNTIES OF PRESCOTT AND RUSSELL,2563,1970-01-01,2017-01-09,2019-04-01,22225,0,0,1,8,13%
67916306,Lower Tier Municipality,95,TOWNSHIP OF BROCK,18039,10601,Mainland,1839,TOWNSHIP OF,BROCK,,REGIONAL MUNICIPALITY OF DURHAM,2563,1970-01-01,2017-01-09,2019-04-01,16033,0,0,1,8,13%
67916652,Lower Tier Municipality,95,TOWN OF HANOVER,42029,47402,Mainland,4229,TOWN OF,HANOVER,,COUNTY OF GREY,2563,1970-01-01,2017-01-09,2019-04-01,16113,0,0,1,8,13%
67916116,Lower Tier Municipality,95,TOWNSHIP OF RUSSELL,2048,67611,Mainland,306,TOWNSHIP OF,RUSSELL,,UNITED COUNTIES OF PRESCOTT AND RUSSELL,2563,1970-01-01,2017-01-09,2019-04-01,24129,0,0,1,8,13%
67916768,Lower Tier Municipality,95,TOWN OF BRACEBRIDGE,44018,33401,Mainland,4418,TOWN OF,BRACEBRIDGE,,DISTRICT MUNICIPALITY OF MUSKOKA,2563,1970-01-01,2017-01-09,2019-04-01,22289,0,0,1,9,11%
67916762,Lower Tier Municipality,95,TOWN OF GRAVENHURST,44002,33402,Mainland,4402,TOWN OF,GRAVENHURST,,DISTRICT MUNICIPALITY OF MUSKOKA,2563,1970-01-01,2017-01-09,2019-04-01,25297,0,0,1,9,11%
67916387,Lower Tier Municipality,95,CITY OF ST. CATHARINES,26053,18103,Mainland,2629,CITY OF,ST. CATHARINES,,REGIONAL MUNICIPALITY OF NIAGARA,2563,2012-12-07,2017-01-09,2019-04-01,24625,0,0,8,73,11%
67906461,Single Tier Municipality,96,NORFOLK COUNTY,28030,12103,Mainland,3310,-,NORFOLK COUNTY,,,2565,2019-08-09,2019-08-09,2019-08-09,26609,0,0,3,28,11%
67906449,Single Tier Municipality,96,CITY OF PETERBOROUGH,15014,66101,Mainland,1514,CITY OF,PETERBOROUGH,,,2565,2013-01-28,2017-01-09,2019-04-01,24721,0,0,4,38,11%
67916690,Lower Tier Municipality,95,TOWN OF NEW TECUMSETH,43025,70411,Mainland,4324,TOWN OF,NEW TECUMSETH,,COUNTY OF SIMCOE,2563,1970-01-01,2017-01-09,2019-04-01,18065,0,0,2,20,10%
67906843,Single Tier Municipality,96,CITY OF KENORA,60011,82102,Mainland,6016,CITY OF,KENORA,,,2565,2019-04-01,2019-03-27,2019-04-01,17521,0,0,1,10,10%
67906539,Single Tier Municipality,96,CITY OF NORTH BAY,48044,85101,Mainland,4844,CITY OF,NORTH BAY,,,2565,2021-02-11,2021-02-11,2021-02-11,29121,0,0,2,21,10%
67906402,Single Tier Municipality,96,CITY OF CORNWALL,1012,71101,Mainland,402,CITY OF,CORNWALL,,,2565,1970-01-01,2017-01-09,2019-04-01,23553,0,0,2,23,9%
67906490,Single Tier Municipality,96,MUNICIPALITY OF CHATHAM-KENT,36003,53102,Mainland,3650,MUNICIPALITY OF,CHATHAM-KENT,,,2565,1970-01-01,2017-01-09,2019-04-01,21601,0,0,3,39,8%
67906724,Single Tier Municipality,96,CITY OF TIMMINS,56027,81101,Mainland,5627,CITY OF,TIMMINS,,,2565,1970-01-01,2017-01-09,2019-04-01,18305,0,0,1,13,8%
67906673,Single Tier Municipality,96,CITY OF GREATER SUDBURY,53005,23103,Mainland,5307,CITY OF,GREATER SUDBURY,,,2565,1970-01-01,2017-01-09,2019-04-01,17345,0,0,5,66,8%
67906486,Single Tier Municipality,96,CITY OF STRATFORD,31011,65101,Mainland,3111,CITY OF,STRATFORD,,,2565,2020-09-21,2020-09-21,2020-09-21,27841,0,0,1,14,7%
67916699,Lower Tier Municipality,95,TOWN OF COLLINGWOOD,43031,70403,Mainland,4331,TOWN OF,COLLINGWOOD,,COUNTY OF SIMCOE,2563,1970-01-01,2017-01-09,2019-04-01,24545,0,0,1,14,7%
67906796,Single Tier Municipality,96,CITY OF THUNDER BAY,58004,89101,Mainland,5804,CITY OF,THUNDER BAY,,,2565,1970-01-01,2017-01-09,2019-04-01,19825,0,0,3,47,6%
67906783,Single Tier Municipality,96,CITY OF SAULT STE. MARIE,57061,80101,Mainland,5761,CITY OF,SAULT STE. MARIE,,,2565,1970-01-01,2017-01-09,2019-04-01,20913,0,0,2,33,6%
67906458,Single Tier Municipality,96,HALDIMAND COUNTY,28005,12102,Mainland,2810,-,HALDIMAND COUNTY,,,2565,2019-08-09,2019-08-09,2019-08-09,26593,0,0,1,18,6%
67916290,Lower Tier Municipality,95,TOWNSHIP OF HAVELOCK-BELMONT-METHUEN,15030,66620,Mainland,1531,TOWNSHIP OF,HAVELOCK-BELMONT-METHUEN,,COUNTY OF PETERBOROUGH,2563,2013-09-05,2017-01-09,2019-04-01,22321,0,0,0,2,0%
67906591,Single Tier Municipality,96,VILLAGE OF SOUTH RIVER,49056,86504,Mainland,4956,VILLAGE OF,SOUTH RIVER,,,2565,1970-01-01,2017-01-09,2019-04-01,22337,0,0,0,1,0%
67906818,Single Tier Municipality,96,TOWNSHIP OF MANITOUWADGE,58066,89614,Mainland,5866,TOWNSHIP OF,MANITOUWADGE,,,2565,1970-01-01,2017-01-09,2019-04-01,22385,0,0,0,2,0%
67906723,Single Tier Municipality,96,TOWNSHIP OF BLACK RIVER-MATHESON,56014,81601,Mainland,5614,TOWNSHIP OF,BLACK RIVER-MATHESON,,,2565,1970-01-01,2017-01-09,2019-04-01,22417,0,0,0,2,0%
67906791,Single Tier Municipality,96,TOWNSHIP OF HORNEPAYNE,57096,80615,Mainland,5796,TOWNSHIP OF,HORNEPAYNE,,,2565,1970-01-01,2017-01-09,2019-04-01,20017,0,0,0,3,0%
67916892,Lower Tier Municipality,95,TOWNSHIP OF NORTH ALGONA WILBERFORCE,47068,69630,Mainland,4769,TOWNSHIP OF,NORTH ALGONA WILBERFORCE,,COUNTY OF RENFREW,2563,1970-01-01,2017-01-09,2019-04-01,20113,0,0,0,1,0%
67916292,Lower Tier Municipality,95,MUNICIPALITY OF TRENT LAKES,15041,66619,Mainland,1542,MUNICIPALITY OF,TRENT LAKES,,COUNTY OF PETERBOROUGH,2563,1970-01-01,2017-01-09,2019-04-01,20193,0,0,0,1,0%
67916772,Lower Tier Municipality,95,TOWNSHIP OF LAKE OF BAYS,44027,33602,Mainland,4427,TOWNSHIP OF,LAKE OF BAYS,,DISTRICT MUNICIPALITY OF MUSKOKA,2563,1970-01-01,2017-01-09,2019-04-01,20337,0,0,0,1,0%
67916711,Lower Tier Municipality,95,TOWNSHIP OF RAMARA,43050,70622,Mainland,4348,TOWNSHIP OF,RAMARA,,COUNTY OF SIMCOE,2563,1970-01-01,2017-01-09,2019-04-01,20497,0,0,0,1,0%
67916286,Lower Tier Municipality,95,TOWNSHIP OF OTONABEE-SOUTH MONAGHAN,15005,66621,Mainland,1506,TOWNSHIP OF,OTONABEE-SOUTH MONAGHAN,,COUNTY OF PETERBOROUGH,2563,2013-01-28,2017-01-09,2019-04-01,20769,0,0,0,2,0%
67906847,Single Tier Municipality,96,MUNICIPALITY OF RED LAKE,60040,82406,Mainland,6041,MUNICIPALITY OF,RED LAKE,,,2565,1970-01-01,2017-01-09,2019-04-01,20881,0,0,0,2,0%
67916787,Lower Tier Municipality,95,TOWNSHIP OF GEORGIAN BAY,44065,33601,Mainland,4465,TOWNSHIP OF,GEORGIAN BAY,,DISTRICT MUNICIPALITY OF MUSKOKA,2563,1970-01-01,2017-01-09,2019-04-01,20929,0,0,0,1,0%
67916163,Lower Tier Municipality,95,TOWNSHIP OF ATHENS,7040,56619,Mainland,819,TOWNSHIP OF,ATHENS,,UNITED COUNTIES OF LEEDS AND GRENVILLE,2563,1970-01-01,2017-01-09,2019-04-01,20945,0,0,0,2,0%
67916234,Lower Tier Municipality,95,MUNICIPALITY OF CENTRE HASTINGS,12023,51620,Mainland,1230,MUNICIPALITY OF,CENTRE HASTINGS,,COUNTY OF HASTINGS,2563,1970-01-01,2017-01-09,2019-04-01,20993,0,0,0,1,0%
67906844,Single Tier Municipality,96,TOWNSHIP OF MACHIN,60021,82603,Mainland,6021,TOWNSHIP OF,MACHIN,,,2565,1970-01-01,2017-01-09,2019-04-01,21153,0,0,0,1,0%
67906725,Single Tier Municipality,96,TOWN OF IROQUOIS FALLS,56031,81403,Mainland,5631,TOWN OF,IROQUOIS FALLS,,,2565,1970-01-01,2017-01-09,2019-04-01,21169,0,0,0,4,0%
67916174,Lower Tier Municipality,95,TOWNSHIP OF TAY VALLEY,9010,55617,Mainland,911,TOWNSHIP OF,TAY VALLEY,,COUNTY OF LANARK,2563,1970-01-01,2017-01-09,2019-04-01,21185,0,0,0,1,0%
67916549,Lower Tier Municipality,95,TOWNSHIP OF WARWICK,38040,54612,Mainland,3841,TOWNSHIP OF,WARWICK,,COUNTY OF LAMBTON,2563,1970-01-01,2017-01-09,2019-04-01,21249,0,0,0,2,0%
67916529,Lower Tier Municipality,95,TOWN OF PETROLIA,38019,54402,Mainland,3819,TOWN OF,PETROLIA,,COUNTY OF LAMBTON,2563,1970-01-01,2017-01-09,2019-04-01,21345,0,0,0,3,0%
67916467,Lower Tier Municipality,95,MUNICIPALITY OF WEST ELGIN,34035,44613,Mainland,3434,MUNICIPALITY OF,WEST ELGIN,,COUNTY OF ELGIN,2563,1970-01-01,2017-01-09,2019-04-01,21729,0,0,0,1,0%
67916653,Lower Tier Municipality,95,TOWNSHIP OF CHATSWORTH,42031,47619,Mainland,4204,TOWNSHIP OF,CHATSWORTH,,COUNTY OF GREY,2563,1970-01-01,2017-01-09,2019-04-01,21761,0,0,0,1,0%
67916291,Lower Tier Municipality,95,TOWNSHIP OF NORTH KAWARTHA,15035,66616,Mainland,1536,TOWNSHIP OF,NORTH KAWARTHA,,COUNTY OF PETERBOROUGH,2563,1970-01-01,2017-01-09,2019-04-01,21905,0,0,0,1,0%
67906533,Single Tier Municipality,96,TOWNSHIP OF BONFIELD,48026,85602,Mainland,4826,TOWNSHIP OF,BONFIELD,,,2565,1970-01-01,2017-01-09,2019-04-01,21937,0,0,0,1,0%
67916674,Lower Tier Municipality,95,TOWNSHIP OF GEORGIAN BLUFFS,42055,47622,Mainland,4203,TOWNSHIP OF,GEORGIAN BLUFFS,,COUNTY OF GREY,2563,1970-01-01,2017-01-09,2019-04-01,21969,0,0,0,1,0%
67906746,Single Tier Municipality,96,TOWNSHIP OF ST. JOSEPH,57008,80611,Mainland,5708,TOWNSHIP OF,ST. JOSEPH,,,2565,1970-01-01,2017-01-09,2019-04-01,22001,0,0,0,1,0%
67916830,Lower Tier Municipality,95,MUNICIPALITY OF HIGHLANDS EAST,46002,49612,Mainland,4601,MUNICIPALITY OF,HIGHLANDS EAST,,COUNTY OF HALIBURTON,2563,1970-01-01,2017-01-09,2019-04-01,22065,0,0,0,1,0%
67916516,Lower Tier Municipality,95,TOWNSHIP OF ST. CLAIR,38002,54614,Mainland,3805,TOWNSHIP OF,ST. CLAIR,,COUNTY OF LAMBTON,2563,1970-01-01,2017-01-09,2019-04-01,22113,0,0,0,3,0%
67906661,Single Tier Municipality,96,MUNICIPALITY OF ST.-CHARLES,52004,88413,Mainland,5204,MUNICIPALITY OF,ST.-CHARLES,,,2565,1970-01-01,2017-01-09,2019-04-01,22481,0,0,0,1,0%
67916779,Lower Tier Municipality,95,TOWNSHIP OF MUSKOKA LAKES,44053,33603,Mainland,4453,TOWNSHIP OF,MUSKOKA LAKES,,DISTRICT MUNICIPALITY OF MUSKOKA,2563,1970-01-01,2017-01-09,2019-04-01,22609,0,0,0,1,0%
67916619,Lower Tier Municipality,95,MUNICIPALITY OF ARRAN-ELDERSLIE,41037,41621,Mainland,4103,MUNICIPALITY OF,ARRAN-ELDERSLIE,,COUNTY OF BRUCE,2563,1970-01-01,2017-01-09,2019-04-01,22673,0,0,0,6,0%
67916083,Lower Tier Municipality,95,TOWNSHIP OF EAST HAWKESBURY,2001,67606,Mainland,201,TOWNSHIP OF,EAST HAWKESBURY,,UNITED COUNTIES OF PRESCOTT AND RUSSELL,2563,1970-01-01,2017-01-09,2019-04-01,22721,0,0,0,1,0%
67916650,Lower Tier Municipality,95,TOWNSHIP OF SOUTHGATE,42005,47621,Mainland,4207,TOWNSHIP OF,SOUTHGATE,,COUNTY OF GREY,2563,1970-01-01,2017-01-09,2019-04-01,22753,0,0,0,1,0%
67916330,Lower Tier Municipality,95,TOWNSHIP OF MELANCTHON,22019,43604,Mainland,2219,TOWNSHIP OF,MELANCTHON,,COUNTY OF DUFFERIN,2563,1970-01-01,2017-01-09,2019-04-01,22817,0,0,0,1,0%
67906569,Single Tier Municipality,96,VILLAGE OF BURK'S FALLS,49022,86501,Mainland,4922,VILLAGE OF,BURK'S FALLS,,,2565,1970-01-01,2017-01-09,2019-04-01,22849,0,0,0,1,0%
67916260,Lower Tier Municipality,95,MUNICIPALITY OF BRIGHTON,14005,61407,Mainland,1408,MUNICIPALITY OF,BRIGHTON,,COUNTY OF NORTHUMBERLAND,2563,2013-09-05,2017-01-09,2019-04-01,23025,0,0,0,6,0%
67906814,Single Tier Municipality,96,MUNICIPALITY OF GREENSTONE,58058,89404,Mainland,5876,MUNICIPALITY OF,GREENSTONE,,,2565,1970-01-01,2017-01-09,2019-04-01,23153,0,0,0,3,0%
67906610,Single Tier Municipality,96,TOWN OF NORTHEASTERN MANITOULIN AND THE ISLANDS,51015,83403,Mainland,5119,TOWN OF,NORTHEASTERN MANITOULIN AND THE ISLANDS,,,2565,1970-01-01,2017-01-09,2019-04-01,23169,0,0,0,2,0%
67916403,Lower Tier Municipality,95,TOWNSHIP OF NORTH DUMFRIES,30001,25601,Mainland,3001,TOWNSHIP OF,NORTH DUMFRIES,,REGIONAL MUNICIPALITY OF WATERLOO,2563,1970-01-01,2017-01-09,2019-04-01,23217,0,0,0,1,0%
67916225,Lower Tier Municipality,95,TOWN OF DESERONTO,12002,51401,Mainland,1202,TOWN OF,DESERONTO,,COUNTY OF HASTINGS,2563,1970-01-01,2017-01-09,2019-04-01,23361,0,0,0,2,0%
67906734,Single Tier Municipality,96,TOWN OF HEARST,56076,81402,Mainland,5676,TOWN OF,HEARST,,,2565,1970-01-01,2017-01-09,2019-04-01,23873,0,0,0,2,0%
67916088,Lower Tier Municipality,95,TOWNSHIP OF CHAMPLAIN,2005,67613,Mainland,209,TOWNSHIP OF,CHAMPLAIN,,UNITED COUNTIES OF PRESCOTT AND RUSSELL,2563,2016-02-01,2017-01-09,2019-04-01,19745,0,0,0,2,0%
67906605,Single Tier Municipality,96,TOWNSHIP OF ASSIGINACK,51011,83601,Mainland,5111,TOWNSHIP OF,ASSIGINACK,,,2565,1970-01-01,2017-01-09,2019-04-01,19793,0,0,0,1,0%
67916287,Lower Tier Municipality,95,TOWNSHIP OF CAVAN MONAGHAN,15012,66617,Mainland,1509,TOWNSHIP OF,CAVAN MONAGHAN,,COUNTY OF PETERBOROUGH,2563,1970-01-01,2017-01-09,2019-04-01,19905,0,0,0,3,0%
67906816,Single Tier Municipality,96,TOWN OF MARATHON,58059,89403,Mainland,5859,TOWN OF,MARATHON,,,2565,2019-04-01,2019-03-27,2019-04-01,19921,0,0,0,1,0%
67916524,Lower Tier Municipality,95,TOWNSHIP OF ENNISKILLEN,38016,54604,Mainland,3816,TOWNSHIP OF,ENNISKILLEN,,COUNTY OF LAMBTON,2563,1970-01-01,2017-01-09,2019-04-01,17825,0,0,0,1,0%
67916733,Lower Tier Municipality,95,TOWNSHIP OF TAY,43070,70625,Mainland,4353,TOWNSHIP OF,TAY,,COUNTY OF SIMCOE,2563,1970-01-01,2017-01-09,2019-04-01,17889,0,0,0,1,0%
67906838,Single Tier Municipality,96,TOWN OF RAINY RIVER,59042,87402,Mainland,5942,TOWN OF,RAINY RIVER,,,2565,1970-01-01,2017-01-09,2019-04-01,17953,0,0,0,2,0%
67916441,Lower Tier Municipality,95,MUNICIPALITY OF BAYHAM,34003,44609,Mainland,3401,MUNICIPALITY OF,BAYHAM,,COUNTY OF ELGIN,2563,1970-01-01,2017-01-09,2019-04-01,18097,0,0,0,1,0%
67906716,Single Tier Municipality,96,TOWN OF ENGLEHART,54052,90403,Mainland,5452,TOWN OF,ENGLEHART,,,2565,1970-01-01,2017-01-09,2019-04-01,18113,0,0,0,3,0%
67916755,Lower Tier Municipality,95,TOWNSHIP OF SEVERN,43080,70623,Mainland,4351,TOWNSHIP OF,SEVERN,,COUNTY OF SIMCOE,2563,1970-01-01,2017-01-09,2019-04-01,18193,0,0,0,3,0%
67906643,Single Tier Municipality,96,MUNICIPALITY OF FRENCH RIVER,52001,88410,Mainland,5201,MUNICIPALITY OF,FRENCH RIVER,,,2565,1970-01-01,2017-01-09,2019-04-01,18241,0,0,0,2,0%
67906828,Single Tier Municipality,96,TOWNSHIP OF EMO,59019,87607,Mainland,5919,TOWNSHIP OF,EMO,,,2565,1970-01-01,2017-01-09,2019-04-01,18321,0,0,0,2,0%
67916102,Lower Tier Municipality,95,TOWNSHIP OF ALFRED AND PLANTAGENET,2030,67612,Mainland,231,TOWNSHIP OF,ALFRED AND PLANTAGENET,,UNITED COUNTIES OF PRESCOTT AND RUSSELL,2563,1970-01-01,2017-01-09,2019-04-01,18353,0,0,0,4,0%
67916681,Lower Tier Municipality,95,TOWNSHIP OF ADJALA-TOSORONTIO,43002,70619,Mainland,4301,TOWNSHIP OF,ADJALA-TOSORONTIO,,COUNTY OF SIMCOE,2563,1970-01-01,2017-01-09,2019-04-01,18401,0,0,0,1,0%
67906803,Single Tier Municipality,96,MUNICIPALITY OF SHUNIAH,58028,89612,Mainland,5828,MUNICIPALITY OF,SHUNIAH,,,2565,1970-01-01,2017-01-09,2019-04-01,18561,0,0,0,1,0%
67916599,Lower Tier Municipality,95,TOWNSHIP OF HOWICK,40046,52606,Mainland,4046,TOWNSHIP OF,HOWICK,,COUNTY OF HURON,2563,1970-01-01,2017-01-09,2019-04-01,18753,0,0,0,1,0%
67906730,Single Tier Municipality,96,TOWN OF MOOSONEE,56065,81408,Mainland,5665,TOWN OF,MOOSONEE,,,2565,1970-01-01,2017-01-09,2019-04-01,18801,0,0,0,2,0%
67906798,Single Tier Municipality,96,MUNICIPALITY OF OLIVER PAIPOONGE,58007,89618,Mainland,5808,MUNICIPALITY OF,OLIVER PAIPOONGE,,,2565,1970-01-01,2017-01-09,2019-04-01,18817,0,0,0,2,0%
67916332,Lower Tier Municipality,95,TOWNSHIP OF PUSLINCH,23001,75612,Mainland,2301,TOWNSHIP OF,PUSLINCH,,COUNTY OF WELLINGTON,2563,1970-01-01,2017-01-09,2019-04-01,18833,0,0,0,1,0%
