,name,street,city,postal,X,Y,province,date,link
326,Pharmasave #206,#119 - 15280 101st Avenue,Surrey,V3R 8X7,49.1856398,-122.7988133,British Columbia,2021-04-11T16:14:05.970Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
327,Pharmasave #248,#409-15940 Fraser Hwy.,Surrey,V4N 0X8,49.1569355,-122.7809679,British Columbia,2021-04-11T16:14:05.970Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
328,Pharmasave #287 Sullivan Square,Unit 106 - 15325 56th Avenue,Surrey,V3S 0X9,49.1053234,-122.7984024,British Columbia,2021-04-11T16:14:05.970Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
329,Pharmasave #71,#110 - 6350 - 120th Street,Surrey,V3X 3K1,49.1184965,-122.8893641,British Columbia,2021-04-11T16:14:05.971Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
330,Pharmasave Health Centre #015,5778 - 176A Street,Surrey,V3S 4H3,49.1071262,-122.7334974,British Columbia,2021-04-11T16:14:05.971Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
331,Pharmasave Health Centre #050,15168 Fraser Hwy,Surrey,V3R 3P1,49.1660468,-122.802393,British Columbia,2021-04-11T16:14:05.971Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
332,Pharmasave Health Centre #091 Newton,107 - 14199 62 Avenue,Surrey,V3X 0B1,49.1156407,-122.8292518,British Columbia,2021-04-11T16:14:05.971Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
333,Pharmasave Health Centre #099,#10-2448 160th Street,Surrey,V3Z 0C8,49.0470448,-122.7787802,British Columbia,2021-04-11T16:14:05.971Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
334,Pharmasave Health Centre #1000,#101 - 1688 152 Street,Surrey,V4A 4N2,49.0324594,-122.8008795,British Columbia,2021-04-11T16:14:05.971Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
335,Pharmasave No. 008,Unit 110 - 13798 - 94A Avenue,Surrey,V3V 1N1,49.1740913,-122.8408652,British Columbia,2021-04-11T16:14:05.972Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
336,Pharmasave Scott Town #167,9558 - 120th Street,Surrey,V3V 4C1,49.1768416,-122.8886584,British Columbia,2021-04-11T16:14:05.972Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
337,Platinum Care Pharmacy,3 - 3238 King George Blvd.,Surrey,V4P 1A5,49.060868,-122.811374,British Columbia,2021-04-11T16:14:05.972Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
338,PrimeCare Pharmacy,#101 - 7093 King George Blvd.,Surrey,V3W 5A2,49.1306646,-122.8461118,British Columbia,2021-04-11T16:14:05.972Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
339,Prosper Pharmacy No. 3,3 - 12818 72 Avenue,Surrey,V3W 2M9,49.1334681,-122.8673146,British Columbia,2021-04-11T16:14:05.972Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
340,Pure Integrative Pharmacy #1,#111 - 15388 24th Avenue,Surrey,V4A 2J2,49.0453536,-122.7964161,British Columbia,2021-04-11T16:14:05.974Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
341,Rexall #7131,9025 160 Street,Surrey,V4N 2X7,49.1667683,-122.7816024,British Columbia,2021-04-11T16:14:05.974Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
342,Rexall #7157,#150 - 17475 56 Avenue,Surrey,V3S 2X6,49.1045336,-122.7394014,British Columbia,2021-04-11T16:14:05.974Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
343,Rexall #7167,107 - 15331 16 Avenue,Surrey,V4A 1R6,49.0312861,-122.7988409,British Columbia,2021-04-11T16:14:05.974Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
344,Rexall #7169,12851 16th Avenue,Surrey,V4A 1N5,49.0319002,-122.8659121,British Columbia,2021-04-11T16:14:05.975Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
345,Rexall Drug Store #7152 - Fraser Heights,#107 - 15966 108 Avenue,Surrey,V4N 1J6,49.1983525,-122.7799501,British Columbia,2021-04-11T16:14:05.975Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
346,Safeway Pharmacy #4914,#700 15355 - 24th Avenue,Surrey,V4A 2H9,49.0464357,-122.7976031,British Columbia,2021-04-11T16:14:05.975Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
347,Safeway Pharmacy #4920,8860 - 152nd Street,Surrey,V3R 4E4,49.1632931,-122.8005553,British Columbia,2021-04-11T16:14:05.975Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
348,Satnam Pharmacy,#115 - 7130 120th Street,Surrey,V3W 3M8,49.1328166,-122.8891728,British Columbia,2021-04-11T16:14:05.975Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
349,Save-on-Foods Pharmacy #2207 - King George,10312 King George Blvd,Surrey,V3T 2W5,49.1894325,-122.8450086,British Columbia,2021-04-11T16:14:05.975Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
350,Save-on-Foods Pharmacy #2263 - Clayton,18710 Fraser Highway,Surrey,V3S 7Y4,49.1236864,-122.7041832,British Columbia,2021-04-11T16:14:05.976Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
351,Save-on-Foods Pharmacy #918 - Fleetwood,9014 - 152nd Street,Surrey,V3R 4E7,49.1670422,-122.7990632,British Columbia,2021-04-11T16:14:05.976Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
352,Shoppers Drug Mart #0267,3100 - 10153 King George Blvd,Surrey,V3T 2W1,49.1868501,-122.8484496,British Columbia,2021-04-11T16:14:05.976Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
353,Shoppers Drug Mart #0273,15105 16 Avenue,Surrey,V4A 6G3,49.03157,-122.8041326,British Columbia,2021-04-11T16:14:05.976Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
354,Shoppers Drug Mart #2212,8962 - 152nd Street,Surrey,V3R 4E4,49.1654856,-122.8007841,British Columbia,2021-04-11T16:14:05.977Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
355,Shoppers Drug Mart #2231,Unit 6 - 12830 - 96 Avenue,Surrey,V3V 6A8,49.1763032,-122.8674107,British Columbia,2021-04-11T16:14:05.977Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
356,Shoppers Drug Mart #2235,7538 120 Street,Surrey,V3W 3N1,49.139564,-122.8893698,British Columbia,2021-04-11T16:14:05.977Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
357,Shoppers Drug Mart #2238,#101 - 12080 Nordel Way,Surrey,V3W 1P6,49.1609565,-122.8893312,British Columbia,2021-04-11T16:14:05.977Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
358,Shoppers Drug Mart #2239,18677 Fraser Highway,Surrey,V3S 8E7,49.1258433,-122.7043458,British Columbia,2021-04-11T16:14:05.977Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
359,Shoppers Drug Mart #2263,#105 - 16050 24th Avenue,Surrey,V3Z 0R5,49.0445357,-122.7778507,British Columbia,2021-04-11T16:14:05.977Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
360,Somerset Pharmacy Services,Suite 7 - 13791 - 72nd Avenue,Surrey,V3W 9Y9,49.1344638,-122.8388925,British Columbia,2021-04-11T16:14:05.978Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
361,Sunnyside Evergreen Pharmacy,2397 King George Blvd,Surrey,V4A 5A4,49.0449736,-122.7944661,British Columbia,2021-04-11T16:14:05.978Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
362,Surlang Medicine Centre Pharmacy,105 - 19475 Fraser Hwy,Surrey,V3S 6K7,49.1157428,-122.682431,British Columbia,2021-04-11T16:14:05.978Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
363,Viva Care Pharmacy,105 - 14888 104th Ave,Surrey,V3R 1M4,49.1912574,-122.8097725,British Columbia,2021-04-11T16:14:05.978Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
364,Wal-Mart Pharmacy #1205,2151 - 10153 King George Blvd.,Surrey,V3T 2W3,49.1870192,-122.8476774,British Columbia,2021-04-11T16:14:05.978Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
365,Wal-Mart Pharmacy #3098,1000 Guildford Town Cntr.,Surrey,V3R 7C3,49.1895696,-122.8044547,British Columbia,2021-04-11T16:14:05.978Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
366,We Care Pharmacy,100 - 6329 King George Blvd.,Surrey,V3X 1G1,49.1179869,-122.8462125,British Columbia,2021-04-11T16:14:05.979Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
367,Wellness Pharmacy No. 3,#103-13737 96th Avenue,Surrey,V3V 0C6,49.177393,-122.842861,British Columbia,2021-04-11T16:14:05.979Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
368,360Care Denman Pharmacy,683 Denman Street,Vancouver,V6G 2L3,49.2924807,-123.1342469,British Columbia,2021-04-11T16:14:05.979Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
369,Alberto Pharmacy #2,Suite 101 - 2620 Commercial Drive,Vancouver,V5N 4C4,49.2607233,-123.0695212,British Columbia,2021-04-11T16:14:05.979Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
370,Biopro Biologics Pharmacy,845 West Broadway,Vancouver,V5Z 1J9,49.2635473,-123.1229363,British Columbia,2021-04-11T16:14:05.979Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
371,Coal Harbour Pharmacy,Unit B - 622 Bute Street,Vancouver,V6E 3M1,49.2875798,-123.1244021,British Columbia,2021-04-11T16:14:05.979Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
372,Continental Pharmacy #2,5316 Victoria Drive,Vancouver,V5P 3V7,49.2366646,-123.0650882,British Columbia,2021-04-11T16:14:05.979Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
373,Corning Drugs #2,102 - 236 East Georgia Street,Vancouver,V6A 1Z7,49.2784139,-123.0985424,British Columbia,2021-04-11T16:14:05.980Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
374,Corning Drugs Ltd.,#101 - 515 Main Street,Vancouver,V6A 2V1,49.2800469,-123.0999453,British Columbia,2021-04-11T16:14:05.980Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
375,Costco Pharmacy #552,605 Expo Boulevard,Vancouver,V6B 1V4,49.2786714,-123.1096921,British Columbia,2021-04-11T16:14:05.980Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
376,Davie Pharmacy,1232 Davie Street,Vancouver,V6E 1N3,49.282129,-123.134138,British Columbia,2021-04-11T16:14:05.980Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
377,Everwell Pharmacy,8179 Granville Street,Vancouver,V6P 4Z6,49.2119757,-123.1408041,British Columbia,2021-04-11T16:14:05.980Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
378,Fraser Outreach Pharmacy,4127 Fraser Street,Vancouver,V5V 4E9,49.2482206,-123.0903767,British Columbia,2021-04-11T16:14:05.980Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
379,Garlane Prescriptions (Garlane #5),Suite 102 - 409 West Broadway,Vancouver,V5Y 1R4,49.263349,-123.1133753,British Columbia,2021-04-11T16:14:05.981Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
380,Healthside Pharmacy,5448 Victoria Drive,Vancouver,V5P 3V8,49.2354235,-123.0652928,British Columbia,2021-04-11T16:14:05.981Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
381,Kerrisdale Medicine Centre Pharmacy,5591 West Boulevard,Vancouver,V6M 3W6,49.2357196,-123.1558368,British Columbia,2021-04-11T16:14:05.981Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
382,Lancaster Medical Supplies & Prescrip. #1,Unit #1 - 601 West Broadway,Vancouver,V5Z 4C2,49.2634314,-123.1185798,British Columbia,2021-04-11T16:14:05.981Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
383,Laurel Prescriptions,Suite 102 - 888 West 8th Avenue,Vancouver,V5Z 3Y1,49.2640223,-123.12341,British Columbia,2021-04-11T16:14:05.981Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
384,Loblaw Pharmacy #1517,350 S.E. Marine Drive,Vancouver,V5X 2S5,49.2091519,-123.1004858,British Columbia,2021-04-11T16:14:05.981Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
385,Loblaw Pharmacy #1520,3185 Grandview Highway,Vancouver,V5M 2E9,49.2589696,-123.0367347,British Columbia,2021-04-11T16:14:05.982Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
386,London Drugs #04-Broadway,525 West Broadway,Vancouver,V5Z 1E6,49.2634959,-123.1160009,British Columbia,2021-04-11T16:14:05.982Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
387,London Drugs #10-Kerrisdale,2091 West 42nd Avenue,Vancouver,V6M 2B4,49.2337525,-123.154297,British Columbia,2021-04-11T16:14:05.982Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
388,London Drugs #28-Kingsway,3328 Kingsway,Vancouver,V5R 5L1,49.23288,-123.03505,British Columbia,2021-04-11T16:14:05.982Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
389,London Drugs #53-Victoria Drive,5639 Victoria Drive,Vancouver,V5P 3W2,49.2332581,-123.0665659,British Columbia,2021-04-11T16:14:05.982Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
390,Macdonald's Prescriptions #3,2188 West Broadway,Vancouver,V6K 2C8,49.2636648,-123.1549638,British Columbia,2021-04-11T16:14:05.982Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
391,Medical Centre Pharmacy,1175 Denman Street,Vancouver,V6G 2N1,49.287948,-123.1410324,British Columbia,2021-04-11T16:14:05.982Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
392,Medicine Shoppe #116,#6 - 3195 Granville St.,Vancouver,V6H 3K2,49.2571917,-123.1390431,British Columbia,2021-04-11T16:14:05.983Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
393,MJ'S Natural Pharmacy,6255 Victoria Drive,Vancouver,V5P 3X5,49.2271557,-123.0658935,British Columbia,2021-04-11T16:14:05.983Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
394,MJ's Natural Pharmacy #2,6689 Victoria Drive,Vancouver,V5P 3Y2,49.2235827,-123.0659797,British Columbia,2021-04-11T16:14:05.983Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
395,Nanaimo Pharmacy,1299 Nanaimo Street,Vancouver,V5L 4T5,49.2731069,-123.0568529,British Columbia,2021-04-11T16:14:05.983Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
396,Naz's Prescription Plus Pharmacy,6410 Main Street,Vancouver,V5W 2V4,49.2264949,-123.1012428,British Columbia,2021-04-11T16:14:05.983Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
397,Nurture Rx Pharmacy,2732 East 41st Avenue,Vancouver,V5R 2X1,49.2326038,-123.0505621,British Columbia,2021-04-11T16:14:05.983Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
398,Owl Drugs,199 East Hastings Street,Vancouver,V6A 1N5,49.2814888,-123.0998882,British Columbia,2021-04-11T16:14:05.984Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
399,P & A Pharmacy,4336 Fraser Street,Vancouver,V5V 4G3,49.2462005,-123.0900388,British Columbia,2021-04-11T16:14:05.984Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
400,PharmaChoice Main,3882 Main Street,Vancouver,V5V 3N9,49.2504571,-123.1007837,British Columbia,2021-04-11T16:14:05.984Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
401,Pharmachoice Pharmacy #9072,571 West 57th Avenue,Vancouver,V6P 1R8,49.21946,-123.11817,British Columbia,2021-04-11T16:14:05.984Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
402,Pharmacy 24 No. 4,4973 Victoria Drive,Vancouver,V5P 3T7,49.2395139,-123.0655416,British Columbia,2021-04-11T16:14:05.984Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
403,Pharmasave #026,6447 Fraser Street,Vancouver,V5W 3A6,49.2260531,-123.09098,British Columbia,2021-04-11T16:14:05.984Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
404,Pharmasave #065,1308 Commercial Drive,Vancouver,V5L 3X6,49.2728889,-123.069445,British Columbia,2021-04-11T16:14:05.984Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
405,Pharmasave #082,4628 Main Street,Vancouver,V5V 3R7,49.2430135,-123.1009716,British Columbia,2021-04-11T16:14:05.985Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
406,Pharmasave #18,1517 West 57th Avenue,Vancouver,V6P 6E9,49.2196605,-123.1408847,British Columbia,2021-04-11T16:14:05.985Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
407,Pharmasave #87,1070 Howe Street,Vancouver,V6Z 1P5,49.2789719,-123.1251503,British Columbia,2021-04-11T16:14:05.985Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
408,Pharmasave Health Centre #002,#106 - 2800 East 1st Avenue,Vancouver,V5M 4N8,49.2691637,-123.0463411,British Columbia,2021-04-11T16:14:05.985Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
409,Pharmasave Health Centre #010,Suite 101 - 1160 Burrard Street,Vancouver,V6Z 2E8,49.2792655,-123.1283776,British Columbia,2021-04-11T16:14:05.985Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
410,Pharmasave Health Centre #017,1025 West 15th Avenue,Vancouver,V6H 1R7,49.258062,-123.1275012,British Columbia,2021-04-11T16:14:05.985Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
411,Pharmasave Health Centre #058,"#102, 2048 West 41st Avenue",Vancouver,V6M 1Y8,49.234396,-123.1535622,British Columbia,2021-04-11T16:14:05.986Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
412,Pharmasave Health Centre #080,5791 Oak St,Vancouver,V6M 2V7,49.2331505,-123.1284221,British Columbia,2021-04-11T16:14:05.986Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
413,Pharmasave Health Centre #094,1808 Kingsway,Vancouver,V5N 2S7,49.2460272,-123.0676848,British Columbia,2021-04-11T16:14:05.986Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
414,Pharmasave Health Centre #1022,#1 - 1530 West 7th Avenue,Vancouver,V6J 1S2,49.2652499,-123.1395623,British Columbia,2021-04-11T16:14:05.986Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
415,Pharmatrust Pharmacy #2,178 Keefer Street,Vancouver,V6A 1X4,49.2793952,-123.1008898,British Columbia,2021-04-11T16:14:05.986Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
416,Pure Integrative Pharmacy #10,3228 Dunbar Street,Vancouver,V6S 2B7,49.2576665,-123.1846888,British Columbia,2021-04-11T16:14:05.986Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
417,Pure Integrative Pharmacy #23,#210 - 2425 Hemlock Street,Vancouver,V6H 4E1,49.2642007,-123.1362759,British Columbia,2021-04-11T16:14:05.987Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
418,Pure Integrative Pharmacy #9,238 Robson Street,Vancouver,V6B 6A1,49.2782749,-123.1155225,British Columbia,2021-04-11T16:14:05.987Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
419,Queens Apothecary,2235 Kingsway,Vancouver,V5N 2T6,49.2429212,-123.0599774,British Columbia,2021-04-11T16:14:05.987Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
420,Rexall #7149,#122 - 1055 West Georgia Street,Vancouver,V6E 3P3,49.2853338,-123.1216267,British Columbia,2021-04-11T16:14:05.987Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
421,Rexall #7159,6580 Fraser Street,Vancouver,V5X 3T3,49.2248653,-123.0904212,British Columbia,2021-04-11T16:14:05.987Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
422,Rexall #7174,499 Granville Street,Vancouver,V6C 1T1,49.2849113,-123.1147911,British Columbia,2021-04-11T16:14:05.987Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
423,Rexall Drug Store #7182,#1173 - 88 West Pender Street,Vancouver,V6B 6N9,49.2798146,-123.10674,British Columbia,2021-04-11T16:14:05.988Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
424,Safeway Pharmacy #4908,1766 Robson Street,Vancouver,V6G 1E2,49.2907338,-123.1349773,British Columbia,2021-04-11T16:14:05.988Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
425,Safeway Pharmacy #4941,990 West 25th Avenue,Vancouver,V5Z 2E2,49.2484391,-123.1256579,British Columbia,2021-04-11T16:14:05.988Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
426,Safeway Pharmacy #4942,2315 West 4th Avenue,Vancouver,V6K 1P2,49.2686636,-123.1584485,British Columbia,2021-04-11T16:14:05.988Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
427,Safeway Pharmacy #4976,8475 Granville Street,Vancouver,V6P 4Z9,49.2090444,-123.1408366,British Columbia,2021-04-11T16:14:05.988Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
428,Save-on-Foods Pharmacy #937 - 7th & Cambie,2308 Cambie Street,Vancouver,V5Z 2T8,49.2646245,-123.1145017,British Columbia,2021-04-11T16:14:05.988Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
429,Save-on-Foods Pharmacy #940 - King Edward,1403 King Edward Avenue E.,Vancouver,V5N 5Z4,49.2487074,-123.075861,British Columbia,2021-04-11T16:14:05.989Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
430,Save-On-Foods Pharmacy #993 - UBC,5945 Berton Avenue,Vancouver,V6S 0B3,49.2548403,-123.236605,British Columbia,2021-04-11T16:14:05.989Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
431,Seymour Pharmacy***,1290 Hornby Street,Vancouver,V6Z 0A3,49.277385,-123.1293379,British Columbia,2021-04-11T16:14:05.989Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
432,Shaughnessy Pharmacy,1265 West Broadway,Vancouver,V6H 1G7,49.263717,-123.1332781,British Columbia,2021-04-11T16:14:05.989Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
433,Shoppers Drug Mart #0201,1020 Denman Street,Vancouver,V6G 2M5,49.2890312,-123.1388956,British Columbia,2021-04-11T16:14:05.989Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
434,Shoppers Drug Mart #0202,2888 Granville Street,Vancouver,V6H 3J5,49.2599573,-123.1382727,British Columbia,2021-04-11T16:14:05.989Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
435,Shoppers Drug Mart #0204,370 East Broadway,Vancouver,V5T 4G5,49.2623495,-123.0971212,British Columbia,2021-04-11T16:14:05.989Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
436,Shoppers Drug Mart #0238,3020 West Broadway,Vancouver,V6K 2H1,49.2639681,-123.1726088,British Columbia,2021-04-11T16:14:05.989Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
437,Shoppers Drug Mart #0263,885 West Broadway,Vancouver,V5Z 1J9,49.263626,-123.1235869,British Columbia,2021-04-11T16:14:05.990Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
438,Shoppers Drug Mart #0272,1125 Davie Street,Vancouver,V6E 1N2,49.2809804,-123.1315024,British Columbia,2021-04-11T16:14:05.990Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
439,Shoppers Drug Mart #0288,4326 Dunbar Street,Vancouver,V6S 2G3,49.2476724,-123.1848169,British Columbia,2021-04-11T16:14:05.990Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
440,Shoppers Drug Mart #2130,8525 River District Crossing,Vancouver,V5S 0C8,49.2064775,-123.0309438,British Columbia,2021-04-11T16:14:05.990Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
441,Shoppers Drug Mart #2234,3277 Cambie Street,Vancouver,V5Z 2W3,49.2563899,-123.1156048,British Columbia,2021-04-11T16:14:05.990Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
442,Shoppers Drug Mart #2273,5940 University Boulevard,Vancouver,V6T 1Z3,49.2660228,-123.2458354,British Columbia,2021-04-11T16:14:05.990Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
443,Shoppers Drug Mart #2279,2730 Oak Street,Vancouver,V6H 0A5,49.2610731,-123.126037,British Columbia,2021-04-11T16:14:05.990Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
444,Shoppers Drug Mart #2294,2748 East Hastings Street,Vancouver,V5K 1Z9,49.2809431,-123.0483075,British Columbia,2021-04-11T16:14:05.991Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
445,The Pharmacy Kitsilano (Pharmachoice),2957 West Broadway,Vancouver,V6K 2G9,49.2643134,-123.1716046,British Columbia,2021-04-11T16:14:05.991Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
446,The Pharmacy West End (Pharmachoice),1747 Robson Street,Vancouver,V6G 1C9,49.2911368,-123.1345957,British Columbia,2021-04-11T16:14:05.991Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
447,The Pharmacy Yaletown (Pharmachoice),1251 Pacific Boulevard,Vancouver,V6Z 2R6,49.2738894,-123.1228221,British Columbia,2021-04-11T16:14:05.991Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
448,Unicare Pharmacy,#102 - 3325 Kingsway,Vancouver,V5R 5K6,49.2338776,-123.0349743,British Columbia,2021-04-11T16:14:05.991Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
449,University Pharmacy (1987) LTD.,5754 University Blvd.,Vancouver,V6T 1K6,49.2664359,-123.2432275,British Columbia,2021-04-11T16:14:05.991Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
450,Urban Fare Pharmacy #7614 - Yaletown,177 Davie Street,Vancouver,V6Z 2Y1,49.2736952,-123.1203888,British Columbia,2021-04-11T16:14:05.991Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
451,Wellness Pharmacy,#109 - 805 West Broadway,Vancouver,V5Z 1K1,49.2637645,-123.1222638,British Columbia,2021-04-11T16:14:05.992Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
452,Wellness Pharmacy #5,5150 Joyce Street,Vancouver,V5R 4H1,49.2377932,-123.0320852,British Columbia,2021-04-11T16:14:05.992Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
453,Wellness Pharmacy #8,420 Abbott Street,Vancouver,V6B 2L1,49.2815856,-123.107243,British Columbia,2021-04-11T16:14:05.992Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
454,Wescana Pharmacy #1,6686 Fraser Street,Vancouver,V5X 3T5,49.2237758,-123.0906343,British Columbia,2021-04-11T16:14:05.992Z,https://immunizebc.ca/initial-covid-19-vaccines-pharmacies
