name,street,city,postal,province,date,link
HEALTH HUB PHARMACY ,106B-10127 121 AVE,GRANDE PRAIRIE,,Alberta,2021-04-11T18:09:24.620Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
HEALTH NET PHARMACY ,107-6203 28 AVE NW,EDMONTON,,Alberta,2021-04-11T18:09:24.620Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
HEALTH PLUS IDA PHARMACY ,8132 102 ST NW,EDMONTON,,Alberta,2021-04-11T18:09:24.620Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
HEALTH PLUS PHARMACY ,10746 95 ST NW,EDMONTON,,Alberta,2021-04-11T18:09:24.620Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
HEALTH PLUS REMEDY'S RX PHARMACY ,120-290 MIDPARK WAY SE,CALGARY,,Alberta,2021-04-11T18:09:24.620Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
HEALTH SQUARE PHARMACY ,11045 124 ST NW,EDMONTON,,Alberta,2021-04-11T18:09:24.621Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
HEALTH WAY PHARMACY ,109-5809 MACLEOD TR SW,CALGARY,,Alberta,2021-04-11T18:09:24.621Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
HEALTH+ PHARMACY ,3149 5 AVE NE,CALGARY,,Alberta,2021-04-11T18:09:24.621Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
HEALTHLAND PHARMACY ,102-116 SOUTHBANK BLVD,OKOTOKS,,Alberta,2021-04-11T18:09:24.621Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
HEALTHMED PHARMACY ,22-240 MIDPARK WAY SE,CALGARY,,Alberta,2021-04-11T18:09:24.622Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
HEALTHY CHOICE PHARMACY 101 ,9430 MCKENNEY AVE,ST ALBERT,,Alberta,2021-04-11T18:09:24.622Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
HERITAGE POINTE PHARMASAVE & COMPOUNDING #367 ,320 PINE CREEK RD,HERITAGE POINTE,,Alberta,2021-04-11T18:09:24.622Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
HIGH RIVER PHARMACY ,103 3 AVE SW,HIGH RIVER,,Alberta,2021-04-11T18:09:24.622Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
HIGHLAND GREEN REMEDY'S RX PHARMACY ,3-88 HOWARTH ST,RED DEER,,Alberta,2021-04-11T18:09:24.622Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
HIGHWAY 16A IPHARMACY ,10 98 MCLEOD AVE,SPRUCE GROVE,,Alberta,2021-04-11T18:09:24.623Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
HILL PHARMACY ,107-266 4 ST SW,MEDICINE HAT,,Alberta,2021-04-11T18:09:24.623Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
HILLSIDE PHARMASAVE ,114-636 KING ST,SPRUCE GROVE,,Alberta,2021-04-11T18:09:24.623Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
HOLISTICARE PHARMACY ,104-7609 109 ST NW,EDMONTON,,Alberta,2021-04-11T18:09:24.623Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
HOPE PHARMACY ,9722 106 AVE NW,EDMONTON,,Alberta,2021-04-11T18:09:24.623Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
HUDSON PHARMACY ,14072 127 ST NW,EDMONTON,,Alberta,2021-04-11T18:09:24.624Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
HYTHE GUARDIAN PHARMACY ,10404C 100 ST,HYTHE,,Alberta,2021-04-11T18:09:24.624Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
ICARE PHARMACY ,12851 97 ST NW,EDMONTON,,Alberta,2021-04-11T18:09:24.624Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
ICARE PHARMACY WINDERMERE ,101-3514 ALLAN DR SW,EDMONTON,,Alberta,2021-04-11T18:09:24.624Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
ICURAE PHARMACY ,1502 11 AVE SW,CALGARY,,Alberta,2021-04-11T18:09:24.625Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
IDA COMMUNITY PHARMACY ,36 EVERGREEN PARK,EDMONTON,,Alberta,2021-04-11T18:09:24.626Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
IDA CRYSTALRIDGE PHARMACY ,106-26 CRYSTALRIDGE DR,OKOTOKS,,Alberta,2021-04-11T18:09:24.626Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
IDA IN GRIESBACH PHARMACY ,7-6881 AD ASTRA BLVD NW,EDMONTON,,Alberta,2021-04-11T18:09:24.626Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
IDEAL CARE PHARMACY ,12147 82 ST NW,EDMONTON,,Alberta,2021-04-11T18:09:24.627Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
IGA PHARMACY #8805 ,318 MARTEN ST,BANFF,,Alberta,2021-04-11T18:09:24.627Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
IMAGINE HEALTH PHARMACY - CALGARY ,4120-15 SUNPARK PLAZA SE,CALGARY,,Alberta,2021-04-11T18:09:24.627Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
IMAGINE HEALTH PHARMACY - EDMONTON ,2316 96 ST NW,EDMONTON,,Alberta,2021-04-11T18:09:24.627Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
IMAGINE HEALTH PHARMACY-DOWNTOWN CALGARY ,100-300 6 AVE SE,CALGARY,,Alberta,2021-04-11T18:09:24.628Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
INGLEWOOD PHARMACY ,11802 124 ST NW,EDMONTON,,Alberta,2021-04-11T18:09:24.628Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
INTERNATIONAL AVE PHARMACY ,4606 17 AVE SE,CALGARY,,Alberta,2021-04-11T18:09:24.628Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
IPHARMACY ,5708 19A AVE NW,EDMONTON,,Alberta,2021-04-11T18:09:24.628Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
IRRICANA REMEDY'S RX PHARMACY ,309 1 AVE,IRRICANA,,Alberta,2021-04-11T18:09:24.629Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
JACKSON'S PHARMASAVE #327 ,5011 49 ST,INNISFAIL,,Alberta,2021-04-11T18:09:24.629Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
JASPER PHARMACY ,11217 JASPER AVE NW,EDMONTON,,Alberta,2021-04-11T18:09:24.629Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
JOHNSON'S TABER DRUGS ,5204 48 AVE,TABER,,Alberta,2021-04-11T18:09:24.629Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
JOHNSTONE IDA PHARMACY ,100-2 JEWELL ST,RED DEER,,Alberta,2021-04-11T18:09:24.630Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
KAI HEALTH (CAPILANO PHARMACY) ,5818 TERRACE RD NW,EDMONTON,,Alberta,2021-04-11T18:09:24.630Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
KAI HEALTH (KENSINGTON) PHARMACY ,12620A 132 AVE NW,EDMONTON,,Alberta,2021-04-11T18:09:24.630Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
KAI HEALTH (WESTMOUNT PHARMACY) ,11035 GROAT RD NW,EDMONTON,,Alberta,2021-04-11T18:09:24.630Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
KENNEDALE DRUG MART ,26-12981 50 ST NW,EDMONTON,,Alberta,2021-04-11T18:09:24.630Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
KENRON COMPOUNDING PHARMACY ,110-1011 GLENMORE TR SW,CALGARY,,Alberta,2021-04-11T18:09:24.631Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
KENRON COMPOUNDING PHARMACY FOOTHILLS ,100-1620 29 ST NW,CALGARY,,Alberta,2021-04-11T18:09:24.631Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
KING DRUG ,145 ATHABASCA AVE,HINTON,,Alberta,2021-04-11T18:09:24.631Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
KINGSRIDGE PHARMACY ,102-225 CARLETON DR,ST ALBERT,,Alberta,2021-04-11T18:09:24.631Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
KINGSTON PHARMACY ,10108 111 AVE NW,EDMONTON,,Alberta,2021-04-11T18:09:24.631Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
KINSOL PHARMACY ,803 1 AVE NE,CALGARY,,Alberta,2021-04-11T18:09:24.632Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
KOEGLER'S PHARMASAVE ,1334 VETERANS ST,PINCHER CREEK,,Alberta,2021-04-11T18:09:24.632Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LAKEWOOD PHARMACY ,1520 LAKEWOOD RD NW,EDMONTON,,Alberta,2021-04-11T18:09:24.632Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LAMONT COUNTY PHARMACY ,5122 50 AVE,LAMONT,,Alberta,2021-04-11T18:09:24.633Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LAMONT VALUE DRUG MART ,5030 50 AVE,LAMONT,,Alberta,2021-04-11T18:09:24.633Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LANDMARK PHARMACY ,283-1623 CENTRE ST NW,CALGARY,,Alberta,2021-04-11T18:09:24.633Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LANSDOWNE PHARMASAVE ,101-5124 122 ST NW,EDMONTON,,Alberta,2021-04-11T18:09:24.633Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LEDUC COMMUNITY PHARMACY & TRAVEL CLINIC ,105-4809 43A AVE,LEDUC,,Alberta,2021-04-11T18:09:24.634Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LEDUC CO-OP PHARMACY ,5421 50 ST,LEDUC,,Alberta,2021-04-11T18:09:24.634Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LEIBEL'S PHARMACY ,7B VILLAGE DR RR2,WESTEROSE,,Alberta,2021-04-11T18:09:24.634Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LEMARCHAND DISPENSARY PHARMACY & COMPOUNDING LAB ,105-11523 100 AVE,EDMONTON,,Alberta,2021-04-11T18:09:24.634Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LENDRUM GUARDIAN PHARMACY ,5720 111 ST NW,EDMONTON,,Alberta,2021-04-11T18:09:24.635Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LIBERTON PHARMACY ,110-31 LIBERTON DR,ST ALBERT,,Alberta,2021-04-11T18:09:24.635Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LIFE MED PHARMACY ,4740 50 AVE,WHITECOURT,,Alberta,2021-04-11T18:09:24.635Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LIFE MED PHARMACY #2 ,218 CENTER ST,VULCAN,,Alberta,2021-04-11T18:09:24.636Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LIVE LIFE PHARMACY ,7A-7640 FAIRMOUNT DR SE,CALGARY,,Alberta,2021-04-11T18:09:24.636Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LOBLAW PHARMACY #1502 ,11541 KINGSWAY AVE,EDMONTON,,Alberta,2021-04-11T18:09:24.636Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LOBLAW PHARMACY #1537 ,11839 26 AVE SW,EDMONTON,,Alberta,2021-04-11T18:09:24.636Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LOBLAW PHARMACY #1538 ,1155 WINDERMERE WAY SW,EDMONTON,,Alberta,2021-04-11T18:09:24.637Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LOBLAW PHARMACY #1541 ,3515 MAYOR MAGRATH DR S,LETHBRIDGE,,Alberta,2021-04-11T18:09:24.637Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LOBLAW PHARMACY #1543 ,100 COUNTRY VILLAGE RD NE,CALGARY,,Alberta,2021-04-11T18:09:24.637Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LOBLAW PHARMACY #1544 ,12225 99 ST,GRANDE PRAIRIE,,Alberta,2021-04-11T18:09:24.637Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LOBLAW PHARMACY #1545 ,7020 4 ST NW,CALGARY,,Alberta,2021-04-11T18:09:24.637Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LOBLAW PHARMACY #1546 ,4700 130 AVE SE,CALGARY,,Alberta,2021-04-11T18:09:24.638Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LOBLAW PHARMACY #1548 ,PHARMACY DEPARTMENT,FORT MCMURRAY,,Alberta,2021-04-11T18:09:24.638Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LOBLAW PHARMACY #1549 ,9711 23 AVE NW,EDMONTON,,Alberta,2021-04-11T18:09:24.638Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LOBLAW PHARMACY #1550 ,PHARMACY DEPARTMENT #1550,MEDICINE HAT,,Alberta,2021-04-11T18:09:24.638Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LOBLAW PHARMACY #1565 ,10-110 JENNIFER HEIL WAY,SPRUCE GROVE,,Alberta,2021-04-11T18:09:24.639Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LOBLAW PHARMACY #1566 ,4950 137 AVE,EDMONTON,,Alberta,2021-04-11T18:09:24.639Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LOBLAW PHARMACY #1567 ,100-410 BASELINE RD,SHERWOOD PARK,,Alberta,2021-04-11T18:09:24.639Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LOBLAW PHARMACY #1568 ,101 ST. ALBERT RD,ST ALBERT,,Alberta,2021-04-11T18:09:24.639Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LOBLAW PHARMACY #1569 ,4410 17 ST NW,EDMONTON,,Alberta,2021-04-11T18:09:24.639Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LOBLAW PHARMACY #1570 ,4821 CALGARY TR NW,EDMONTON,,Alberta,2021-04-11T18:09:24.640Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LOBLAW PHARMACY #1572 ,12350 137 AVE NW,EDMONTON,,Alberta,2021-04-11T18:09:24.640Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LOBLAW PHARMACY #1573 ,17303 STONY PLAIN RD NW,EDMONTON,,Alberta,2021-04-11T18:09:24.640Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LOBLAW PHARMACY #1574 ,PHARMACY DEPARTMENT,CALGARY,,Alberta,2021-04-11T18:09:24.640Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LOBLAW PHARMACY #1575 ,5251 COUNTRY HILLS BLVD NW,CALGARY,,Alberta,2021-04-11T18:09:24.641Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LOBLAW PHARMACY #1576 ,3575 20 AVE NE,CALGARY,,Alberta,2021-04-11T18:09:24.641Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LOBLAW PHARMACY #1577 ,5858 SIGNAL HILL CTR SW,CALGARY,,Alberta,2021-04-11T18:09:24.641Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LOBLAW PHARMACY #1578 ,100-15915 MACLEOD TR SE,CALGARY,,Alberta,2021-04-11T18:09:24.641Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LOBLAW PHARMACY #1579 ,5016 51 AVE,RED DEER,,Alberta,2021-04-11T18:09:24.642Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LOBLAW PHARMACY #1586 ,19655 SETON WAY SE,CALGARY,,Alberta,2021-04-11T18:09:24.642Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LOBLAW PHARMACY #1590 ,240-540 3 ST SE,CALGARY,,Alberta,2021-04-11T18:09:24.642Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LOBLAW PHARMACY #4008 ,8901 100 ST,MORINVILLE,,Alberta,2021-04-11T18:09:24.642Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LOBLAW PHARMACY #4009 ,5201 30 AVE,BEAUMONT,,Alberta,2021-04-11T18:09:24.643Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LOBLAW PHARMACY #4019 ,15411 97 ST NW,EDMONTON,,Alberta,2021-04-11T18:09:24.643Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LOBLAW PHARMACY #4201 ,5700 HWY 2A,LACOMBE,,Alberta,2021-04-11T18:09:24.643Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LOBLAW PHARMACY #4202 ,4420 52 AVE,WHITECOURT,,Alberta,2021-04-11T18:09:24.643Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LOBLAW PHARMACY #4397 ,5561 HWY 53,PONOKA,,Alberta,2021-04-11T18:09:24.643Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LOBLAW PHARMACY #4398 ,1103 18 ST SE,HIGH RIVER,,Alberta,2021-04-11T18:09:24.644Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LOBLAW PHARMACY #4410 ,1906 8 AVE,FORT MACLEOD,,Alberta,2021-04-11T18:09:24.644Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LOBLAW PHARMACY #4611 ,5212 50 ST,DRAYTON VALLEY,,Alberta,2021-04-11T18:09:24.644Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LOBLAW PHARMACY #4619 ,10 SAGE HILL PLAZA NW,CALGARY,,Alberta,2021-04-11T18:09:24.644Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LOBLAW PHARMACY #4683 ,251 POWDER DR,FORT MCMURRAY,,Alberta,2021-04-11T18:09:24.644Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LOBLAW PHARMACY #4900 ,100 MAIN ST SW,SLAVE LAKE,,Alberta,2021-04-11T18:09:24.645Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LOBLAW PHARMACY #4903 ,16 SUPERIOR ST,DEVON,,Alberta,2021-04-11T18:09:24.645Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LOBLAW PHARMACY #4904 ,5007 52 ST,ATHABASCA,,Alberta,2021-04-11T18:09:24.645Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LOBLAW PHARMACY #4905 ,4431 4 AVE,EDSON,,Alberta,2021-04-11T18:09:24.645Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LOBLAW PHARMACY #4906 ,10527 101 AVE,LAC LA BICHE,,Alberta,2021-04-11T18:09:24.646Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LOBLAW PHARMACY #4909 ,10851 100 ST,WESTLOCK,,Alberta,2021-04-11T18:09:24.646Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LOBLAW PHARMACY #4910 ,301-100 RAINBOW RD,CHESTERMERE,,Alberta,2021-04-11T18:09:24.646Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LOBLAW PHARMACY #4950 ,3915 50 ST,LEDUC,,Alberta,2021-04-11T18:09:24.646Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LOBLAW PHARMACY #4951 ,1050 YANKEE VALLEY BLVD,AIRDRIE,,Alberta,2021-04-11T18:09:24.646Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LOBLAW PHARMACY #4952 ,101-900 PINE RD,STRATHMORE,,Alberta,2021-04-11T18:09:24.647Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LOBLAW PHARMACY #4953 ,100-8802 100 ST,FORT SASKATCHEWAN,,Alberta,2021-04-11T18:09:24.647Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LOBLAW PHARMACY #4959 ,5080 43 AVE,INNISFAIL,,Alberta,2021-04-11T18:09:24.647Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LOBLAW PHARMACY #4971 ,210 5 AVE W,COCHRANE,,Alberta,2021-04-11T18:09:24.648Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LOBLAW PHARMACY #4972 ,5106 47 AVE,STETTLER,,Alberta,2021-04-11T18:09:24.648Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LONDON DRUGS #20 ,999 FIR ST,SHERWOOD PARK,,Alberta,2021-04-11T18:09:24.648Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LONDON DRUGS #21 ,120-9450 137 AVE NW,EDMONTON,,Alberta,2021-04-11T18:09:24.649Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LONDON DRUGS #22 ,14951 STONY PLAIN RD NW,EDMONTON,,Alberta,2021-04-11T18:09:24.649Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LONDON DRUGS #23 ,10531 51 AVE NW,EDMONTON,,Alberta,2021-04-11T18:09:24.649Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LONDON DRUGS #24 ,109-2004 50 AVE,RED DEER,,Alberta,2021-04-11T18:09:24.650Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LONDON DRUGS #26 ,1494-8882 170 ST NW,EDMONTON,,Alberta,2021-04-11T18:09:24.650Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LONDON DRUGS #30 ,8330 MACLEOD TR SE,CALGARY,,Alberta,2021-04-11T18:09:24.650Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LONDON DRUGS #31 ,3545 32 AVE NE,CALGARY,,Alberta,2021-04-11T18:09:24.650Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LONDON DRUGS #32 ,300-5255 RICHMOND RD SW,CALGARY,,Alberta,2021-04-11T18:09:24.651Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LONDON DRUGS #33 ,3630 BRENTWOOD RD NW,CALGARY,,Alberta,2021-04-11T18:09:24.651Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LONDON DRUGS #34 ,10820 104B AVE,GRANDE PRAIRIE,,Alberta,2021-04-11T18:09:24.652Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LONDON DRUGS #38 ,65-1240 2A AVE N,LETHBRIDGE,,Alberta,2021-04-11T18:09:24.652Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LONDON DRUGS #40 ,400-8120 BEDDINGTON BLVD NW,CALGARY,,Alberta,2021-04-11T18:09:24.652Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LONDON DRUGS #45 ,11704 104 AVE NW,EDMONTON,,Alberta,2021-04-11T18:09:24.652Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LONDON DRUGS #48 ,104-375 ST. ALBERT TR,ST ALBERT,,Alberta,2021-04-11T18:09:24.653Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LONDON DRUGS #57 ,9704 19 AVE NW,EDMONTON,,Alberta,2021-04-11T18:09:24.653Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LONDON DRUGS #60 ,104-3201 13 AVE SE,MEDICINE HAT,,Alberta,2021-04-11T18:09:24.653Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LONDON DRUGS #64 ,4701 130 AVE SE,CALGARY,,Alberta,2021-04-11T18:09:24.653Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LONDON DRUGS #68 ,500-8888 COUNTRY HILLS BLVD NW,CALGARY,,Alberta,2021-04-11T18:09:24.653Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LONDON DRUGS #83 ,6048 CURRENTS DR NW,EDMONTON,,Alberta,2021-04-11T18:09:24.654Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LONDON DRUGS #84 ,110-2781 MAIN ST SW,AIRDRIE,,Alberta,2021-04-11T18:09:24.654Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LONDON DRUGS #87 ,50 SAGE HILL PLAZA NW,CALGARY,,Alberta,2021-04-11T18:09:24.654Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LONDONDALE GUARDIAN PHARMACY ,7606 144 AVE NW,EDMONTON,,Alberta,2021-04-11T18:09:24.654Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LONG'S VALUE DRUG MART ,4939 50 AVE,VERMILION,,Alberta,2021-04-11T18:09:24.654Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LUKES DRUG MART ,112 4 STREET NE,CALGARY,,Alberta,2021-04-11T18:09:24.655Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LUKES DRUG MART-KILLARNEY ,3407 26 AVE SW,CALGARY,,Alberta,2021-04-11T18:09:24.979Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LYMBURN GUARDIAN PHARMACY ,7528 178 ST NW,EDMONTON,,Alberta,2021-04-11T18:09:24.979Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LYNNWOOD DRUGS ,6618 20A ST SE,CALGARY,,Alberta,2021-04-11T18:09:24.979Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
LYNNWOOD PHARMASAVE ,8764 149 ST NW,EDMONTON,,Alberta,2021-04-11T18:09:24.980Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
MACKENZIE DRUGS ,301 NORTH RAILWAY ST SE,MEDICINE HAT,,Alberta,2021-04-11T18:09:24.980Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
MACLEOD GUARDIAN PHARMACY ,1010 MACLEOD TR SE,CALGARY,,Alberta,2021-04-11T18:09:24.980Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
MACLEOD TRAIL PHARMACY ,103-5720 MACLEOD TR,CALGARY,,Alberta,2021-04-11T18:09:24.981Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
MACMILLAN'S PHARMACY ,108-4930 55 AVE,DRAYTON VALLEY,,Alberta,2021-04-11T18:09:24.981Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
MADIGAN PHARMACY ,68-6060 MEMORIAL DR NE,CALGARY,,Alberta,2021-04-11T18:09:24.982Z,https://www.ab.bluecross.ca/news/covid-19-immunization-program-information.php
