,location_code,name,city,province,covid_site,street,date,X,Y,postal,fsa,type
342,43.4872338-79.7163465Other/Independent,White Oaks Pharmacy,Oakville,Ontario,Yes,360 Dundas St E Unit B6,2025-01-28,43.4872338,-79.7163465,L6H6Z9,L6H,Other/Independent
343,43.4880814-79.9847031Other/Independent,Campbellville Pharmacy,Campbellville,Ontario,Yes,35 Crawford Crescent,2021-06-12,43.4880814,-79.9847031,L0P1B0,L0P,Other/Independent
344,43.4887727-79.8586454Sobeys,Sobeys Pharmacy,Milton,Ontario,Yes,1035 Bronte St S,2024-07-17,43.4887727,-79.8586454,L9T8X3,L9T,Sobeys
345,43.4890635-80.4919355Rexall,Rexall,Waterloo,Ontario,Yes,425 University Ave E,2023-03-27,43.4890635,-80.4919355,N2K4C9,N2K,Rexall
346,43.4921441-79.8780709Rexall,Rexall,Milton,Ontario,Yes,6541 Derry Rd,2023-01-08,43.4921441,-79.8780709,L9T7W1,L9T,Rexall
347,43.4964037-80.5505957Rexall,Rexall,Waterloo,Ontario,Yes,585 Weber St N,2023-03-26,43.4964037,-80.5505957,N2V1V8,N2V,Rexall
348,43.4966719-80.5482723Shoppers Drug Mart,Shoppers Drug Mart,Waterloo,Ontario,Yes,190 Nfield Dr W,2024-05-26,43.4966719,-80.5482723,N2L0C7,N2L,Shoppers Drug Mart
349,43.4971481-79.868498Other/Independent,Origins Pharmacy Milton,Milton,Ontario,Yes,725 Bronte St S Units 2 & 3,2022-08-02,43.4971481,-79.868498,L9T9K1,L9T,Other/Independent
350,43.4975595-79.8740899Shoppers Drug Mart,Shoppers Drug Mart,Milton,Ontario,Yes,6951 Derry Rd W,2023-10-17,43.4975595,-79.8740899,L9T7H5,L9T,Shoppers Drug Mart
351,43.497886-80.52565Shoppers Drug Mart,Shoppers Drug Mart,Waterloo,Ontario,Yes,550 King St N Major 4A,2024-05-30,43.497886,-80.52565,N2L5W6,N2L,Shoppers Drug Mart
352,43.4984959-79.7069453Shoppers Drug Mart,Shoppers Drug Mart,Oakville,Ontario,Yes,2525 Prince Michael Dr,2023-12-17,43.4984959,-79.7069453,L6H0E9,L6H,Shoppers Drug Mart
353,43.4987928-80.5495743Sobeys,Sobeys Pharmacy,Waterloo,Ontario,Yes,640 Parkside Dr,2024-07-27,43.4987928,-80.5495743,N2L0C7,N2L,Sobeys
354,43.498798-79.8763432Other/Independent,Total Health Pharmacy,Milton,Ontario,Yes,470 Bronte St S,2024-09-11,43.498798,-79.8763432,L9T2J4,L9T,Other/Independent
355,43.4991677-79.6502461Other/Independent,Clear View Pharmacy,Oakville,Ontario,Yes,1140 Winston Churchill Blvd Unit A6,2021-06-30,43.4991677,-79.6502461,L6J0A3,L6J,Other/Independent
356,43.5009409-80.1905578Shoppers Drug Mart,Shoppers Drug Mart,Guelph,Ontario,Yes,7 Clair Rd W,2023-08-09,43.5009409,-80.1905578,N1L0A6,N1L,Shoppers Drug Mart
357,43.5028969-80.1875447Other/Independent,Westminster Square Remedy's Rx,Guelph,Ontario,Yes,33 Farley Dr Unit 4,2025-01-21,43.5028969,-80.1875447,N1L0B7,N1L,Other/Independent
358,43.5031154-80.1898604Loblaw,Zehrs Pharmacy,Guelph,Ontario,Yes,124 Clair Rd E,2025-02-18,43.5031154,-80.1898604,N1L0G6,N1L,Loblaw
359,43.5076549-79.6311264Shoppers Drug Mart,Shoppers Drug Mart,Mississauga,Ontario,Yes,920 Sdown Rd,2023-10-27,43.5076549,-79.6311264,L5J2Y4,L5J,Shoppers Drug Mart
360,43.5079983-79.8388655Shoppers Drug Mart,Shoppers Drug Mart,Milton,Ontario,Yes,1020 Kennedy Circle,2023-10-16,43.5079983,-79.8388655,L9T0J9,L9T,Shoppers Drug Mart
361,43.5081817-80.548171Walmart,Wal-Mart Pharmacy,Waterloo,Ontario,Yes,335 Farmers Market Rd,2024-12-22,43.5081817,-80.548171,N2V0A4,N2V,Walmart
362,43.5082098-79.8368761Metro,Metro Pharmacy,Milton,Ontario,Yes,1050 Kennedy Circle,2022-06-06,43.5082098,-79.8368761,L9T0J9,L9T,Metro
363,43.5082303-79.6302953Metro,Metro Pharmacy,Mississauga,Ontario,Yes,910 Sdown Rd,2022-06-07,43.5082303,-79.6302953,L5G2Y4,L5G,Metro
364,43.5082983-80.2309986Other/Independent,Kortright Pharmacy,Guelph,Ontario,Yes,570 Kortright Rd W,2022-02-11,43.5082983,-80.2309986,N1G3W8,N1G,Other/Independent
365,43.5086066-80.1960934Pharmasave,Gordon Pharmasave Pharmacy,Guelph,Ontario,Yes,1515 Gordon St,2021-12-11,43.5086066,-80.1960934,N1G1X3,N1G,Pharmasave
366,43.5095219-79.8721649Other/Independent,Miltowne Pharmacy,Milton,Ontario,Yes,311 Commercial St Unit 210,2022-06-20,43.5095219,-79.8721649,L9T3Z9,L9T,Other/Independent
367,43.5113047-79.8553737Other/Independent,Holly Pharmacy,Milton,Ontario,Yes,611 Holly Ave Unit 104,2022-01-09,43.5113047,-79.8553737,L9T0R3,L9T,Other/Independent
368,43.5124491-79.6484562Other/Independent,Truscott Pharmacy,Mississauga,Ontario,Yes,2425 Truscott Dr,2024-09-17,43.5124491,-79.6484562,L5J2B4,L5J,Other/Independent
369,43.5137432-80.2181014Loblaw,Drugstore Pharmacy,Guelph,Ontario,Yes,160 Kortright Rd W,2021-09-23,43.5137432,-80.2181014,N1G4W2,N1G,Loblaw
370,43.5143315-79.8826537Shoppers Drug Mart,Shoppers Drug Mart,Milton,Ontario,Yes,265 Main St E Unit 104,2023-10-18,43.5143315,-79.8826537,L9T1P1,L9T,Shoppers Drug Mart
371,43.5194199-79.639244Rexall,Rexall,Mississauga,Ontario,Yes,1375 Sdown Rd Unit 1,2023-01-11,43.5194199,-79.639244,L5J2Z1,L5J,Rexall
372,43.519808-79.874284Shoppers Drug Mart,Shoppers Drug Mart,Milton,Ontario,Yes,75 Nipissing Rd,2023-10-15,43.519808,-79.874284,L9T1R3,L9T,Shoppers Drug Mart
373,43.521047-79.6889729Costco,Costco Pharmacy,Mississauga,Ontario,Yes,3180 Laird Rd,2021-07-27,43.521047,-79.6889729,L5L6A2,L5L,Costco
374,43.5212537-80.2127852Other/Independent,University Square Pharmacy,Guelph,Ontario,Yes,987 Gordon St Unit 8,2024-09-22,43.5212537,-80.2127852,N1G4W3,N1G,Other/Independent
375,43.5216075-80.4983388Other/Independent,Carriage Crossing Pharmacy,Waterloo,Ontario,Yes,105 Oak Park Dr Unit 4,2021-06-21,43.5216075,-80.4983388,N2K0B3,N2K,Other/Independent
376,43.5224689-80.2894468Loblaw,Drugstore Pharmacy,Guelph,Ontario,Yes,1045 Paisley Rd,2021-09-22,43.5224689,-80.2894468,N1K1X6,N1K,Loblaw
377,43.522647-80.2950195Costco,Costco Pharmacy,Guelph,Ontario,Yes,19 Elmira Rd S,2021-07-18,43.522647,-80.2950195,N1K0B6,N1K,Costco
378,43.524095-79.6823651Other/Independent,Green Bay Pharmacy & Medical Centre,Mississauga,Ontario,Yes,3015 Winston Churchill Blvd Unit 101A,2021-12-16,43.524095,-79.6823651,L5L2V8,L5L,Other/Independent
379,43.5254047-79.8662586Loblaw,Real Canadian Superstore,Milton,Ontario,Yes,820 Main St E,2022-10-23,43.5254047,-79.8662586,L9T0J4,L9T,Loblaw
380,43.5262111-79.6805618Other/Independent,Surecare Pharmacy,Mississauga,Ontario,Yes,2575 Dundas St W Unit 15,2024-08-17,43.5262111,-79.6805618,L5K2M6,L5K,Other/Independent
381,43.5268533-79.6844187Shoppers Drug Mart,Shoppers Drug Mart,Mississauga,Ontario,Yes,3163 Winston Churchill Blvd,2023-10-26,43.5268533,-79.6844187,L5L2W1,L5L,Shoppers Drug Mart
382,43.5307487-79.6533683Metro,Metro Pharmacy,Mississauga,Ontario,Yes,2225 Erin Mills Parkway,2022-06-08,43.5307487,-79.6533683,L5K1T9,L5K,Metro
383,43.5307487-79.6533683Shoppers Drug Mart,Shoppers Drug Mart,Mississauga,Ontario,Yes,2225 Erin Mills Parkway,2023-11-02,43.5307487,-79.6533683,L5K1T9,L5K,Shoppers Drug Mart
384,43.5367884-79.687044Shoppers Drug Mart,Shoppers Drug Mart,Mississauga,Ontario,Yes,3476 Glen Erin Dr,2023-10-22,43.5367884,-79.687044,L5L3R4,L5L,Shoppers Drug Mart
385,43.5381727-80.2789099Shoppers Drug Mart,Shoppers Drug Mart,Guelph,Ontario,Yes,104 Silver Creek Parkway,2023-08-08,43.5381727,-80.2789099,N1H7B4,N1H,Shoppers Drug Mart
386,43.5411123-80.2437195Other/Independent,Royal City Pharmacy,Guelph,Ontario,Yes,84 Gordon St,2023-04-21,43.5411123,-80.2437195,N1H4H6,N1H,Other/Independent
387,43.5427269-79.8669586Walmart,Wal-Mart Pharmacy,Milton,Ontario,Yes,1280 Steeles Ave E,2024-11-05,43.5427269,-79.8669586,L9T6R1,L9T,Walmart
388,43.5435601-79.5941721Shoppers Drug Mart,Shoppers Drug Mart,Mississauga,Ontario,Yes,321 Lakeshore Rd W,2023-10-25,43.5435601,-79.5941721,L5H1G9,L5H,Shoppers Drug Mart
389,43.5439603-79.6833601Walmart,Wal-Mart Pharmacy,Mississauga,Ontario,Yes,2160 Burnamthorpe Rd W,2024-11-07,43.5439603,-79.6833601,L5L5Z5,L5L,Walmart
390,43.5442279-79.6836754Loblaw,Loblaw Pharmacy,Mississauga,Ontario,Yes,2150 Burnhamthorpe Rd,2022-03-20,43.5442279,-79.6836754,L5L3A2,L5L,Loblaw
391,43.5458071-79.5921105Loblaw,Loblaw Pharmacy,Mississauga,Ontario,Yes,250 Lakeshore Rd W,2022-03-22,43.5458071,-79.5921105,L5H1G3,L5H,Loblaw
392,43.5509635-79.6875701IDA,Erin Mills IDA Pharmacy,Mississauga,Ontario,Yes,4099 Erin Mills Parkway,2021-10-21,43.5509635,-79.6875701,L5L3P9,L5L,IDA
393,43.5530547-79.5845088Other/Independent,Hooper's Pharmacy,Mississauga,Ontario,Yes,88 Lakeshore Rd E,2022-01-10,43.5530547,-79.5845088,L5G1E1,L5G,Other/Independent
394,43.5548975-79.714856Loblaw,Loblaw Pharmacy,Mississauga,Ontario,Yes,5010 Glen Erin Dr,2022-03-21,43.5548975,-79.714856,L5M6J3,L5M,Loblaw
395,43.5572344-80.248455Rexall,Rexall,Guelph,Ontario,Yes,265 Eramosa Rd,2022-12-06,43.5572344,-80.248455,N1E2M7,N1E,Rexall
396,43.5583725-80.2696782Rexall,Rexall,Guelph,Ontario,Yes,666 Woolwich St Unit 140,2022-12-07,43.5583725,-80.2696782,N1H7G5,N1H,Rexall
397,43.5586447-79.7115912Shoppers Drug Mart,Shoppers Drug Mart,Mississauga,Ontario,Yes,5100 Erin Mills Parkway,2023-10-29,43.5586447,-79.7115912,L5M4Z5,L5M,Shoppers Drug Mart
398,43.5586447-79.7115912Walmart,Wal-Mart Pharmacy,Mississauga,Ontario,Yes,5100 Erin Mills Parkway,2024-11-09,43.5586447,-79.7115912,L5M4Z5,L5M,Walmart
399,43.5587936-80.2477205Loblaw,Zehrs Pharmacy,Guelph,Ontario,Yes,297 Eramosa Rd,2025-02-19,43.5587936,-80.2477205,N1E2M7,N1E,Loblaw
400,43.5591152-79.7447193Shoppers Drug Mart,Shoppers Drug Mart,Mississauga,Ontario,Yes,5602 Tenth Line W Unit 101,2023-11-14,43.5591152,-79.7447193,L5M5S5,L5M,Shoppers Drug Mart
401,43.5591152-79.7447193Sobeys,Sobeys Pharmacy,Mississauga,Ontario,Yes,5602 Tenth Line W,2024-07-18,43.5591152,-79.7447193,L5M7L9,L5M,Sobeys
402,43.5593338-79.5867252IDA,Carl's IDA Pharmacy,Mississauga,Ontario,Yes,1207 Hurontario St,2021-06-18,43.5593338,-79.5867252,L5G3H2,L5G,IDA
403,43.5595002-79.6576223Other/Independent,Woodland Village Pharmacy,Mississauga,Ontario,Yes,3353 The Credit Woodlands,2025-02-05,43.5595002,-79.6576223,L5C2K1,L5C,Other/Independent
404,43.5603016-79.7337249Rexall,Rexall,Mississauga,Ontario,Yes,3010 Thomas St,2023-01-09,43.5603016,-79.7337249,L5M0R4,L5M,Rexall
405,43.5616145-81.6959952Pharmasave,Pharmasave Michael's Pharmacy,Bayfield,Ontario,Yes,2 Main St S,2022-09-24,43.5616145,-81.6959952,N0M1G0,N0M,Pharmasave
406,43.5623283-79.7022115Shoppers Drug Mart,Shoppers Drug Mart,Mississauga,Ontario,Yes,2000 Credit Valley Rd,2023-10-30,43.5623283,-79.7022115,L5M4N4,L5M,Shoppers Drug Mart
407,43.562699-79.6511316Other/Independent,Erindale Medical Pharmacy,Mississauga,Ontario,Yes,1101 Mcbride Ave,2021-10-22,43.562699,-79.6511316,L5C1M6,L5C,Other/Independent
408,43.5655251-80.2810871Walmart,Wal-Mart Pharmacy,Guelph,Ontario,Yes,11 Woodlawn Rd W,2024-10-19,43.5655251,-80.2810871,N1H1G8,N1H,Walmart
409,43.5677449-79.6335428Loblaw,Loblaw Pharmcy,Mississauga,Ontario,Yes,3045 Mavis Rd,2022-04-17,43.5677449,-79.6335428,L5C1T7,L5C,Loblaw
410,43.5682703-79.6629285Other/Independent,Wellness Healthcare Pharmacy,Mississauga,Ontario,Yes,1170 Burnhamthorpe Rd W Unit 8,2025-01-13,43.5682703,-79.6629285,L5C4E6,L5C,Other/Independent
411,43.568496-79.569047Shoppers Drug Mart,Shoppers Drug Mart,Mississauga,Ontario,Yes,579A Lakeshore Rd E,2023-11-01,43.568496,-79.569047,L5G1H9,L5G,Shoppers Drug Mart
412,43.5719735-79.6269626Shoppers Drug Mart,Shoppers Drug Mart,Mississauga,Ontario,Yes,3029 Clayhill Rd,2023-11-09,43.5719735,-79.6269626,L5B4L2,L5B,Shoppers Drug Mart
413,43.5746635-79.7394468Shoppers Drug Mart,Shoppers Drug Mart,Mississauga,Ontario,Yes,6040 Glen Erin Dr,2023-10-21,43.5746635,-79.7394468,L5N3M4,L5N,Shoppers Drug Mart
414,43.5770557-79.6455893Other/Independent,Grand Park Pharmacy,Mississauga,Ontario,Yes,719 Central Parkway W Unit 207,2021-12-13,43.5770557,-79.6455893,L5B4L1,L5B,Other/Independent
415,43.5770629-79.6127477Shoppers Drug Mart,Shoppers Drug Mart,Mississauga,Ontario,Yes,2470 Hurontario St,2023-11-10,43.5770629,-79.6127477,L5B0H2,L5B,Shoppers Drug Mart
416,43.5783055-79.6172296Other/Independent,King Medical Arts Pharmacy,Mississauga,Ontario,Yes,71 King St W,2022-02-06,43.5783055,-79.6172296,L5B4A2,L5B,Other/Independent
417,43.5795537-79.6816002Rexall,Rexall,Mississauga,Ontario,Yes,1240 Eglinton Ave W Unit B7,2023-01-13,43.5795537,-79.6816002,L5V1N3,L5V,Rexall
418,43.5809762-79.6490702Shoppers Drug Mart,Shoppers Drug Mart,Mississauga,Ontario,Yes,3980 Grand Park Dr,2023-11-11,43.5809762,-79.6490702,L5B4M6,L5B,Shoppers Drug Mart
419,43.5815813-79.7127221Other/Independent,Village Square Pharmacy,Mississauga,Ontario,Yes,10 Main St,2024-09-29,43.5815813,-79.7127221,L5M1X3,L5M,Other/Independent
420,43.5819795-79.7581215Shoppers Drug Mart,Shoppers Drug Mart,Mississauga,Ontario,Yes,6975 Meadowvale Town Centre Circle,2023-11-15,43.5819795,-79.7581215,L5N2W7,L5N,Shoppers Drug Mart
421,43.5820402-79.7138123IDA,Robinson's IDA Pharmacy,Streetsville,Ontario,Yes,181 Queen St S,2023-04-18,43.5820402,-79.7138123,L5M1L2,L5M,IDA
422,43.5827346-79.7651334Other/Independent,Meadowvale Pharmacy,Mississauga,Ontario,Yes,6750 Winston Churchill Blvd Unit 9A,2022-05-17,43.5827346,-79.7651334,L5N4C4,L5N,Other/Independent
423,43.5829407-79.6124406Other/Independent,NKS Health,Mississauga,Ontario,Yes,130 Dundas St E Unit 500,2022-07-06,43.5829407,-79.6124406,L5A3V8,L5A,Other/Independent
424,43.583186-79.6382803Other/Independent,Unicare Pharmacy Of Mississauga,Mississauga,Ontario,Yes,325 Central Parkway W Unit 29,2024-09-20,43.583186,-79.6382803,L5B3X9,L5B,Other/Independent
425,43.5832253-79.7158621Shoppers Drug Mart,Shoppers Drug Mart,Mississauga,Ontario,Yes,128 Queen St S,2023-10-28,43.5832253,-79.7158621,L5M1K8,L5M,Shoppers Drug Mart
426,43.5837857-79.7784483Metro,Metro Pharmacy,Mississauga,Ontario,Yes,3221 Derry Rd W,2022-06-09,43.5837857,-79.7784483,L5N7L7,L5N,Metro
427,43.5837857-79.7784483Rexall,Rexall,Mississauga,Ontario,Yes,3221 Derry Rd W Unit 16,2023-01-10,43.5837857,-79.7784483,L5N7L7,L5N,Rexall
428,43.5869617-79.6958408Shoppers Drug Mart,Shoppers Drug Mart,Mississauga,Ontario,Yes,5425 Creditview Rd Unit 1,2023-11-13,43.5869617,-79.6958408,L5V2P3,L5V,Shoppers Drug Mart
429,43.5886613-79.7402504Pharmasave,Pharmasave Erin Creek Pharmacy,Mississauga,Ontario,Yes,6400 Millcreek Dr,2022-09-19,43.5886613,-79.7402504,L5N3E7,L5N,Pharmasave
430,43.5914593-79.5761473Shoppers Drug Mart,Shoppers Drug Mart,Mississauga,Ontario,Yes,1077 N Service Rd,2023-10-23,43.5914593,-79.5761473,L4Y1A6,L4Y,Shoppers Drug Mart
431,43.5922322-79.6259097Shoppers Drug Mart,Shoppers Drug Mart,Mississauga,Ontario,Yes,1585 Mississauga Valley Blvd,2023-11-03,43.5922322,-79.6259097,L5A3W9,L5A,Shoppers Drug Mart
432,43.5930256-79.5689483Loblaw,Drug Store Pharmacy,Mississauga,Ontario,Yes,1250 S Service Rd,2021-09-10,43.5930256,-79.5689483,L5E1V4,L5E,Loblaw
433,43.5930784-79.6424911Shoppers Drug Mart,Shoppers Drug Mart,Mississauga,Ontario,Yes,100 City Centre Dr Unit 1,2023-10-19,43.5930784,-79.6424911,L5B2C9,L5B,Shoppers Drug Mart
434,43.5930784-79.6424911Walmart,Wal-Mart Pharmacy,Mississauga,Ontario,Yes,100 City Centre Dr,2024-11-10,43.5930784,-79.6424911,L5B2C9,L5B,Walmart
435,43.5930846-79.5384814Rexall,Rexall,Toronto,Ontario,Yes,3701 Lake Shore Blvd W,2023-03-02,43.5930846,-79.5384814,M8W1P8,M8W,Rexall
436,43.5934895-79.6672306Other/Independent,NoFrills Pharmacy,Mississauga,Ontario,Yes,620 Eglinton Ave W,2022-07-22,43.5934895,-79.6672306,L5R3V2,L5R,Other/Independent
437,43.5938055-79.5407177Shoppers Drug Mart,Shoppers Drug Mart,Etobicoke,Ontario,Yes,3730 Lake Shore Blvd W Unit 102,2023-07-25,43.5938055,-79.5407177,M8W1N6,M8W,Shoppers Drug Mart
438,43.5943086-79.788871Walmart,Wal-Mart Pharmacy,Mississauga,Ontario,Yes,3155 Argentia Rd,2024-11-08,43.5943086,-79.788871,L5N8E1,L5N,Walmart
439,43.5946885-79.7790956Other/Independent,Extra Mile Pharmacy,Mississauga,Ontario,Yes,2980 Crosscurrent Dr Unit 6,2021-10-27,43.5946885,-79.7790956,L5N7C7,L5N,Other/Independent
440,43.5953804-79.7856304Loblaw,Drugstore Pharmacy,Mississauga,Ontario,Yes,3050 Argentia Rd,2021-09-30,43.5953804,-79.7856304,L5N8E1,L5N,Loblaw
441,43.597888-79.5944055Other/Independent,J. C. Pharmacy,Mississauga,Ontario,Yes,888 Dundas St E Unit B4-2,2022-01-20,43.597888,-79.5944055,L4Y4G6,L4Y,Other/Independent
442,43.5983062-79.5178809Other/Independent,Unicare Pharmacy,Etobicoke,Ontario,Yes,3170 Lakeshore Blvd W,2024-09-19,43.5983062,-79.5178809,M8V3X8,M8V,Other/Independent
443,43.5985631-79.6606921Other/Independent,Heritage Hills Pharmacy,Mississauga,Ontario,Yes,4646 Heritage Hills Blvd Unit 9-10,2022-01-02,43.5985631,-79.6606921,L5R1Y4,L5R,Other/Independent
444,43.5991746-79.6792401Shoppers Drug Mart,Shoppers Drug Mart,Mississauga,Ontario,Yes,720 Bristol Rd W,2023-11-08,43.5991746,-79.6792401,L5R4A3,L5R,Shoppers Drug Mart
445,43.5994406-79.7132567Loblaw,Drugstore Pharmacy,Mississauga,Ontario,Yes,6085 Creditview Rd,2021-09-29,43.5994406,-79.7132567,L5V2A8,L5V,Loblaw
446,43.5999132-79.7102764Rexall,Rexall,Mississauga,Ontario,Yes,6045 Creditview Rd Unit F001,2023-01-15,43.5999132,-79.7102764,L5V2A8,L5V,Rexall
447,43.6001912-80.5572996Shoppers Drug Mart,Shoppers Drug Mart,Elmira,Ontario,Yes,11 Arthur St N,2023-07-19,43.6001912,-80.5572996,N3B1Z4,N3B,Shoppers Drug Mart
448,43.602649-79.6261679Rexall,Rexall,Mississauga,Ontario,Yes,377 Burnamthorpe Rd E,2023-01-12,43.602649,-79.6261679,L5A3Y1,L5A,Rexall
449,43.6053492-79.5895341Other/Independent,Dixie 5 Pharmacy,Mississauga,Ontario,Yes,1185 Dundas St E,2021-08-29,43.6053492,-79.5895341,L4Y2C6,L4Y,Other/Independent
450,43.6073887-79.6911605Walmart,Wal-Mart Pharmacy,Mississauga,Ontario,Yes,800 Matheson Blvd W,2024-11-06,43.6073887,-79.6911605,L5V2N6,L5V,Walmart
451,43.607815-79.6176618Shoppers Drug Mart,Shoppers Drug Mart,Mississauga,Ontario,Yes,700 Burnhamthorpe Rd E,2023-10-31,43.607815,-79.6176618,L4Y2X3,L4Y,Shoppers Drug Mart
452,43.6081989-79.6527543Shoppers Drug Mart,Shoppers Drug Mart,Mississauga,Ontario,Yes,5035 Hurontario St,2023-11-04,43.6081989,-79.6527543,L4Z3X7,L4Z,Shoppers Drug Mart
453,43.6089475-79.5773763Walmart,Walmart,Mississauga,Ontario,Yes,1500 Dundas St E,2024-12-28,43.6089475,-79.5773763,L4X1L4,L4X,Walmart
454,43.6094773-79.5865477Rexall,Rexall,Mississauga,Ontario,Yes,3100 Dixie Rd,2023-01-14,43.6094773,-79.5865477,L4Y2A0,L4Y,Rexall
455,43.6103032-79.5759717Costco,Costco Pharmacy,Mississauga,Ontario,Yes,1570 Dundas St E,2021-07-26,43.6103032,-79.5759717,L4X1L4,L4X,Costco
456,43.6113689-79.6013391Shoppers Drug Mart,Shoppers Drug Mart,Mississauga,Ontario,Yes,1125 Bloor St E,2023-10-24,43.6113689,-79.6013391,L4Y2N6,L4Y,Shoppers Drug Mart
457,43.6121428-79.6903758Costco,Costco Pharmacy,Mississauga,Ontario,Yes,5900 Rodeo Dr,2021-07-28,43.6121428,-79.6903758,L5R3S9,L5R,Costco
458,43.6122327-79.4978941Loblaw,The Drugstore Pharmcy,Etobicoke,Ontario,Yes,220 Royal York Rd,2024-09-01,43.6122327,-79.4978941,M8V2V7,M8V,Loblaw
459,43.6132975-79.5984867Other/Independent,Apple-Hills Medical Pharmacy,Mississauga,Ontario,Yes,1221 Bloor St E,2021-04-28,43.6132975,-79.5984867,L4Y2N8,L4Y,Other/Independent
460,43.6142601-79.4892689Other/Independent,Lakeside Pharmacy,Etobicoke,Ontario,Yes,2438 Lake Shore Blvd W,2022-02-15,43.6142601,-79.4892689,M8V1C4,M8V,Other/Independent
461,43.6146565-79.6886222Loblaw,Drugstore Pharmacy,Mississauga,Ontario,Yes,5970 Mclaughlin Rd,2021-09-28,43.6146565,-79.6886222,L5R3X9,L5R,Loblaw
462,43.6183959-79.5541975Walmart,Wal-Mart Pharmacy,Etobicoke,Ontario,Yes,165 N Queen St,2024-10-15,43.6183959,-79.5541975,M9C1A7,M9C,Walmart
463,43.6198702-79.5231582Other/Independent,Kipling & Queensway Pharmacy,Etobicoke,Ontario,Yes,1255 The Queensway Unit 20,2022-02-08,43.6198702,-79.5231582,M8Z1S1,M8Z,Other/Independent
464,43.6217422-79.7430545Shoppers Drug Mart,Shoppers Drug Mart,Mississauga,Ontario,Yes,7235 Bellshire Gate,2023-11-07,43.6217422,-79.7430545,L5N8A2,L5N,Shoppers Drug Mart
465,43.6229404-79.482241Shoppers Drug Mart,Shoppers Drug Mart,Etobicoke,Ontario,Yes,2206 Lake Shore Blvd W,2023-07-29,43.6229404,-79.482241,M8V1A4,M8V,Shoppers Drug Mart
466,43.622949-79.6013391Other/Independent,Professional Medical Pharmacy,Mississauga,Ontario,Yes,1420 Burnhamthorpe Rd E Unit 101,2022-10-10,43.622949,-79.6013391,L4X2Z9,L4X,Other/Independent
467,43.6234511-79.5076464Costco,Costco Pharmacy,Etobicoke,Ontario,Yes,50 Queen Elizabeth Blvd,2021-07-16,43.6234511,-79.5076464,M8Z1M1,M8Z,Costco
468,43.6252506-79.6045863Shoppers Drug Mart,Shoppers Drug Mart,Mississauga,Ontario,Yes,4141 Dixie Rd,2023-11-05,43.6252506,-79.6045863,L4W1V5,L4W,Shoppers Drug Mart
469,43.6296592-79.8771522Guardian,Mountainview Guardian Pharmacy,Georgetown,Ontario,Yes,378 Mountainview Rd S Unit 11,2022-06-27,43.6296592,-79.8771522,L7G0L5,L7G,Guardian
470,43.63032-79.4813469Shoppers Drug Mart,Shoppers Drug Mart,Etobicoke,Ontario,Yes,125 The Queensway,2023-07-28,43.63032,-79.4813469,M8Y1H6,M8Y,Shoppers Drug Mart
471,43.6308387-79.5757084Other/Independent,Markland Wood Pharmacy,Toronto,Ontario,Yes,4335 Bloor St W,2022-05-14,43.6308387,-79.5757084,M9C2A5,M9C,Other/Independent
472,43.6313497-79.5192425Other/Independent,Nofrills,Toronto,Ontario,Yes,1020 Islington Ave,2022-07-18,43.6313497,-79.5192425,M8Z4R3,M8Z,Other/Independent
473,43.6324095-79.5564805Rexall,Rexall,Etobicoke,Ontario,Yes,250 The E Mall,2022-12-02,43.6324095,-79.5564805,M9B3Y8,M9B,Rexall
474,43.632499-79.8771354Metro,Metro Pharmacy,Georgetown,Ontario,Yes,367 Mountainview Rd S,2022-06-04,43.632499,-79.8771354,L7G5X3,L7G,Metro
475,43.6335496-79.77034IDA,Copper Ridge IDA Pharmacy,Brampton,Ontario,Yes,8015 Financial Dr Unit B2,2021-07-08,43.6335496,-79.77034,L6Y0B4,L6Y,IDA
476,43.6339786-80.031311Shoppers Drug Mart,Shoppers Drug Mart,Acton,Ontario,Yes,252 Queen St,2023-05-09,43.6339786,-80.031311,L7J1P6,L7J,Shoppers Drug Mart
477,43.6348382-79.5627147Other/Independent,Glen Cade Pharmacy,Etobicoke,Ontario,Yes,290 The W Mall,2021-12-06,43.6348382,-79.5627147,M9C1C6,M9C,Other/Independent
478,43.6351041-79.7871355Other/Independent,Lionhead Pharmacy,Brampton,Ontario,Yes,8405 Financial Dr Unit 5&6,2022-02-23,43.6351041,-79.7871355,L6Y1M1,L6Y,Other/Independent
479,43.6364343-79.5962486Shoppers Drug Mart,Shoppers Drug Mart,Mississauga,Ontario,Yes,1891 Rathburn Rd E,2023-10-20,43.6364343,-79.5962486,L4W3Z3,L4W,Shoppers Drug Mart
480,43.6367569-79.71948Shoppers Drug Mart,Shoppers Drug Mart,Mississauga,Ontario,Yes,7070 Mclaughlin Rd,2023-11-12,43.6367569,-79.71948,L5W1W7,L5W,Shoppers Drug Mart
481,43.6375362-79.4886262Other/Independent,Clinicplus I.D.A. Pharmacy,Etobicoke,Ontario,Yes,10 Neighbourhood Lane Unit 103,2021-07-03,43.6375362,-79.4886262,M8Y0C5,M8Y,Other/Independent
482,43.638124-79.390814Shoppers Drug Mart,Shoppers Drug Mart,Toronto,Ontario,Yes,390 Queens Quay W Unit 110,2024-05-10,43.638124,-79.390814,M5V3A6,M5V,Shoppers Drug Mart
483,43.6381435-80.0254591Rexall,Rexall,Acton,Ontario,Yes,372 Queen St E,2022-11-03,43.6381435,-80.0254591,L7J2Y5,L7J,Rexall
